Text,Dominant_Topic,Topic_Name,VADER_Polarity,VADER_Sentiment
pagan author impact ai service like chatgpt pagan author impact rise ai generate pagan content twh speak several author whose work use train ai system without knowledge consent pagan witch,3,T3 Experiment AI,-0.1695,Neutral
hamas,4,T4 Random Ask and Conversations,0.0,Neutral
chatgpt capable speaking kansai ben,1,T1 Information Technology,0.3818,Positive
china ernie ai good good chatgpt say creator dakukgetty imagestheres new name top spot everchanging ai arm race well least believe creator behind speaking event,2,T2 Education and Foundations,0.8271,Positive
finally give buy subscription chatgpt pro subscription make already 1000x smart free one know prompt shit time feel like get,4,T4 Random Ask and Conversations,0.5994,Positive
thanks head tlm layer2 skl srm chatgpt gmx dydx orai xana shik dxy dola theta mim spy,3,T3 Experiment AI,0.4404,Positive
check chatgpts work get reply ai email assistant,1,T1 Information Technology,0.0,Neutral
tool clear documentation io apps also lack documentation access website sign live chat support human bot know little wasting time chatgpt least answer question,4,T4 Random Ask and Conversations,0.1513,Neutral
19 yearold single word com artificial intelligence domain name logo sale ai artificialintelligence machinelearning domainname chatgpt,3,T3 Experiment AI,0.4767,Positive
ais resurgence journalism evident chatgpt generative ai take center stage journalist learn power ai capability skill require use effectively industry ask whats next utsocialjournalism,3,T3 Experiment AI,0.4404,Positive
try use less less need improve cod skill switch manual research chatgpt good text correction solve small bug,1,T1 Information Technology,0.7234,Positive
folk like thing organize comprehensive survey aigenerated content aigc history generative ai gan chatgpt,3,T3 Experiment AI,0.5423,Positive
every time hear vapid slogan npc politician read chatgpt script feel repulse,2,T2 Education and Foundations,-0.5859,Negative
take valet de chambre googlevoice chatgpt账号 chatgpt账号 飞机号 推特账号 谷歌账号 chatgpt账号 63246,1,T1 Information Technology,0.0,Neutral
chatgpt talk dougs stream,2,T2 Education and Foundations,0.0,Neutral
lmao rephrase chatgpt add dig biden,1,T1 Information Technology,0.5994,Positive
chatgpt tell one 100 valid da vinci really invent pizza,4,T4 Random Ask and Conversations,0.0,Neutral
chatgpt 3d scary video friday 13th,1,T1 Information Technology,-0.4939,Negative
love chatgpt use make sh script use make game next version linux distro,1,T1 Information Technology,0.6369,Positive
6 chatgpt hack make life easy via,1,T1 Information Technology,0.4404,Positive
design face devour backstory airendered portrait watch character come alive use chatgpt extra spark tune charactercreation darkscifi,1,T1 Information Technology,0.5423,Positive
always always listen 247 digital psychologist chatgpt mentalhealthawareness post daily,2,T2 Education and Foundations,0.0,Neutral
thumbnail chatgpt title,1,T1 Information Technology,0.0,Neutral
chatgpt important tool release decade allow one instantly sort know understand ignorant wannabe yahoo best give wide berth thing find ai good detect ni intelligence,4,T4 Random Ask and Conversations,0.8957,Positive
hot take college degree might go obsolete due ai education revolution begin even school teach chatgpt student dont get leave behind thought,3,T3 Experiment AI,-0.2621,Negative
arent immune propaganda thats take chatgpt face value exist glorify token gen machine concept reason investigation simply immune common sense,3,T3 Experiment AI,0.6204,Positive
chatgpt cheat sheet complete guide 2023 techrepublic tech,3,T3 Experiment AI,-0.4588,Negative
chatgpt put bullet point sale email great help clean nothing else,1,T1 Information Technology,0.8591,Positive
tried prompt original post chatgpt dalle 3 tip specific gpt follow exact prompt find would alter,2,T2 Education and Foundations,0.3182,Positive
chatgpt prompt chatgpt prompt,3,T3 Experiment AI,0.0,Neutral
alt text examples use chatgpt seotips seoforbusiness seooptimization alttext alttexthack chatgpt websiteimages seo seoforbeginners,1,T1 Information Technology,0.0,Neutral
10 extension chatgpt tester,1,T1 Information Technology,0.0,Neutral
check fun little web effect bottom new fireproof homepage chatgpt make easy code,3,T3 Experiment AI,0.7351,Positive
chatgpt infer personal detail anonymous text,3,T3 Experiment AI,0.0,Neutral
love chatgpt,1,T1 Information Technology,0.6369,Positive
chatgpt pick top 10 scary horror character incline agreeat least top 3 say beth 3 freddy krueger nightmare elm street 2 pennywise 1 michael myers halloween franchise,2,T2 Education and Foundations,-0.6486,Negative
interest would easy enough implement chatgpt api ive spent time last 2 year learn read transaction metadata would still useful time,1,T1 Information Technology,0.8316,Positive
great threat world chatgpt ai know rise gigo become new truth,1,T1 Information Technology,0.34,Positive
chatgpt guy,1,T1 Information Technology,0.0,Neutral
chatgpt lol,1,T1 Information Technology,0.4215,Positive
modern peruvian cuchimilco sculpture display museum set image 2 𝙁𝙤𝙡𝙡𝙤𝙬 𝙛𝙤𝙧 𝙈𝙤𝙧𝙚 artificialintelligence ai nft nftart machinelearning chatgpt art tech deeplearning technology digitalart,3,T3 Experiment AI,0.0,Neutral
harvard business school work paper impact ai knowledge worker productivity quality chatgpt ai openai generativeai harvard technology technews business consult bcg aiusecase quality future innovation,1,T1 Information Technology,0.3818,Positive
everyone want share credit chatgpt actually write article,3,T3 Experiment AI,0.6249,Positive
chatgpt ahh reply,1,T1 Information Technology,0.0,Neutral
roommate lecturer one student literally copy pasted chatgpt without change anything answer start artificial intelligence language model dont personal opinion,4,T4 Random Ask and Conversations,0.4767,Positive
group project ecology class kid deadass use chatgpt slide actual fuck,1,T1 Information Technology,-0.5423,Negative
chatgpt 4 get code wrong lot people know go many example theyre accurate person start trend social medium bad move thing clickbait,4,T4 Random Ask and Conversations,-0.765,Negative
save here compile thread aigenerated summary thread provide 10 chatgpt prompt help make money 2023 first prompt suggest find 3 5 niche low competition high demand create,2,T2 Education and Foundations,0.6597,Positive
cut noise amp become market obvious option niche market research chatgpt handle heavy lift 20 min keep reading coachesagency owner think market research timewasting process,2,T2 Education and Foundations,-0.2732,Negative
chatgpt google never,2,T2 Education and Foundations,0.0,Neutral
chatgpt oneliner filter object array j,1,T1 Information Technology,0.0,Neutral
totally use chatgpt help word smith self review recently,1,T1 Information Technology,0.4522,Positive
world first chatgpt fes,1,T1 Information Technology,0.0,Neutral
staff work google chatgpt rival bard hear manager need work bard speed know mean move much faster accustomed part company,1,T1 Information Technology,0.0,Neutral
chatgpt construct michael penix jr tweet white america,1,T1 Information Technology,0.0,Neutral
chatgpt would accurate,1,T1 Information Technology,0.0,Neutral
kamaru usman come drag even insha allah,4,T4 Random Ask and Conversations,-0.2263,Neutral
maybe feed tea ai banns mentioning chatgpt twice video would actually assist maker user one,4,T4 Random Ask and Conversations,0.0,Neutral
people actively look ecochamber whine market rig capitalism rig career rig sport rig geopolitics rig chatgpt rig amp succeed n 1 anyone join bonus dd put,2,T2 Education and Foundations,0.5719,Positive
summary chatgpt bring convenience accessibility efficiency privacy userfriendly interface personalization multifunctionality ai technology table make revolutionary platform personal professional use,1,T1 Information Technology,0.3612,Positive
chatgpts ai technology also learn previous conversation allow personalized experience time,1,T1 Information Technology,0.2263,Neutral
8 ai technology chatgpts ai technology allow deep level interactivity understand natural language provide customize response make conversation engage interactive,1,T1 Information Technology,0.7003,Positive
world collide visualize delicate balance spiritual essence techdriven future dalle3 aiartcommunity chatgpt,2,T2 Education and Foundations,-0.0258,Neutral
7 multifunctionality chatgpt platform communication offer various feature like file share group chat collaboration tool make chatgpt ideal platform personal professional use,3,T3 Experiment AI,0.7964,Positive
6 personalization chatgpt provide personalized experience user customizable theme notification privacy setting personalize experience fit preference,4,T4 Random Ask and Conversations,0.3612,Positive
5 userfriendly interface chatgpt design userfriendly interface make easy anyone navigate platform simple design ensure anyone regardless technical expertise use chatgpt without difficulty,1,T1 Information Technology,0.7605,Positive
4 privacy chatgpt allow communicate people keep privacy intact ability block ignore user feel act appropriately also option remain anonymous engage conversation,2,T2 Education and Foundations,0.25,Neutral
3 efficiency chatgpt provide quick efficient method communication go day wait day email response play phone tag chatgpt instantly connect anyone get message across realtime,2,T2 Education and Foundations,0.7717,Positive
youre 30 year old,4,T4 Random Ask and Conversations,0.0,Neutral
ive teaching long enough know high school sophomore sound like mention content completely different even class chatgpt could helpful tool use skill student havent develop skill yet,4,T4 Random Ask and Conversations,0.6486,Positive
2 accessibility chatgpt provide accessible platform people disability voice text chat option individual disability comfortably participate conversation without limitation,3,T3 Experiment AI,0.5702,Positive
1 convenience chatgpt allow connect people anywhere world time long need worry schedule conflict geographical distance easily chat anyone time,2,T2 Education and Foundations,-0.2263,Neutral
people use chatgpt dictionary google looool masiay since uh,1,T1 Information Technology,0.0,Neutral
chatgpt next evolution interaction bring table 8 revolutionary benefit chatgpt,1,T1 Information Technology,0.4588,Positive
brain bumble spit baby dictionary barbie closet chatgpt,1,T1 Information Technology,0.0,Neutral
recap china baidu say upgraded ai bot rival late chatgpt,3,T3 Experiment AI,0.0,Neutral
proofread edit chatgpt ai generate content drive traffic website real human content get idea chatgpt ill edit sound professional human aicontentwriter chatgptblogs chatgpteditor,4,T4 Random Ask and Conversations,-0.4215,Negative
chatgpt snarky paste error message get cod massive nerve tell error message receive quite clear sorry smooth brain,4,T4 Random Ask and Conversations,-0.4741,Negative
shes attractive,1,T1 Information Technology,0.4404,Positive
chatgpt pretty good create scifi alien specie suppose,2,T2 Education and Foundations,0.802,Positive
wasnt previously possible llm take hundred hour multiple gpu setup train data even pcs high end gpus like nvidia 4000 series need train equivalent something like chatgpt,3,T3 Experiment AI,0.6124,Positive
chatgpt explode global market many company embrace gpt project obtain gamechanging result let explore difference gpt ai chatbot gpt helpful business link comment,4,T4 Random Ask and Conversations,0.6249,Positive
chatgpt like app,4,T4 Random Ask and Conversations,0.3612,Positive
character circumstance ask chatgpt character ghost come back hell chain like christmas carol make like good thing wonderful thing even hell chain ai bot,4,T4 Random Ask and Conversations,-0.2263,Neutral
make datadriven decision rag azure cognitive search v finetuning machinelearning chatgpt,3,T3 Experiment AI,0.0,Neutral
who scary horror character time chatgpt come top 10 think number one find today 5pm kkiqs drive 5 mark davis scariesthorrorcharacters halloweenmovies,1,T1 Information Technology,-0.7003,Negative
thanks detail explanation ont airdrop neo agix xrp okt yfi trka akro himayc chatgpt hook blur akro mir,3,T3 Experiment AI,0.4404,Positive
tuberank jeet 5 pro chatgpt plus v56 full activate youtube marketing discount 100 infosec bugcrowd bugbountytips bugbountytip cybersecurity 100daysofcode malware codenewbie bughunter javascript via,2,T2 Education and Foundations,0.0,Neutral
jesus chatgpt quibot make supervisor sha like,1,T1 Information Technology,0.3612,Positive
nyt use chatgpt headline,1,T1 Information Technology,0.0,Neutral
example image generate use adobe firefly image 2 model link aiprm prompt template chatgpt,3,T3 Experiment AI,0.0,Neutral
chatgpt solve,1,T1 Information Technology,0.2023,Neutral
chatgpt head,1,T1 Information Technology,0.0,Neutral
decide would cause confusion amongst public tech technews ipnews software startup startupunicorn saas saasstartup startuptips chatgpt tech technology law lawyer lawschool newbusiness smallbusinesses brandstrategy brand trademark,3,T3 Experiment AI,-0.296,Negative
ask chatgpt,4,T4 Random Ask and Conversations,0.0,Neutral
positive probably since speak service hundred water4614273 虐待 鄂州一家人 骚妇 酒吧 裸体 夫妻奴 校花 舔穴 嫩模 无套 秘书 树洞 黄色 女神 精测 吐金 chatgpt 处女 女教练 立党,1,T1 Information Technology,0.5574,Positive
wow reinforcement learn within chatgpt chatgpt4,2,T2 Education and Foundations,0.5859,Positive
read post someone use chatgpt take picture content refrigerator ask gpt write recipe use ingredient fridge dont remember post would like give credit try today freakin work,1,T1 Information Technology,0.6249,Positive
ask chatgpt thought,1,T1 Information Technology,0.0,Neutral
ay caramba ask chatgpt explain quip,4,T4 Random Ask and Conversations,0.0,Neutral
totally agree starfield game changer doubt ive use chatgpt like convo real person imagine could integrate game mind blown right,4,T4 Random Ask and Conversations,0.4201,Positive
kwdezo command jacket doctor add silent vessel chatgpt账号 小火箭 推特账号 google账号 谷歌邮箱 871411,3,T3 Experiment AI,0.0,Neutral
chatgpt disruption stack overflow lay 28 percent staff via,2,T2 Education and Foundations,-0.3612,Negative
nice see didnt use chatgpt one,1,T1 Information Technology,0.4215,Positive
go far enough east get west thats chatgpt answer question,2,T2 Education and Foundations,0.0,Neutral
youre actually stupid deserve slapped multiple time olodo oshi,2,T2 Education and Foundations,-0.5267,Negative
last time ive ask cod advice instead anything helpful people keep tell use chatgpt exactly happen frustrating,1,T1 Information Technology,-0.0258,Neutral
ai run amok researcher discover chatgpt figure everything simple conversation,1,T1 Information Technology,0.0,Neutral
repeat aloud chatgpt账号 飞机号 推特账号 推特号 推特权重号 11149,1,T1 Information Technology,0.0,Neutral
feel disconnect creative work use tool like chatgpt remember ais amplify voice utterly irreplaceable let brainstorm buddy ai aid doesnt replace steer ship ai wind,4,T4 Random Ask and Conversations,0.6597,Positive
ou chatgpt,1,T1 Information Technology,0.0,Neutral
yes sir go live twitter automation trigger chatgpt happy demo want connect dm,2,T2 Education and Foundations,0.7717,Positive
god know try best use chatgpt youtube video lots document beg people azure subscription learnt cod language point anything want happen tomorrow let happen officially give,4,T4 Random Ask and Conversations,0.765,Positive
thats result might tough time navigate chatgpt build cargo bike outside food market,2,T2 Education and Foundations,-0.128,Neutral
know happen andrei talk cppcon explore use chatgpt enhance work reduce opportunity cost take look interest problem recommend,1,T1 Information Technology,0.6808,Positive
okay long doesnt result implantation chatgpt chip,4,T4 Random Ask and Conversations,0.2263,Neutral
thats depress chatgpt may better doctor evidencebased management cli,2,T2 Education and Foundations,-0.0772,Neutral
chatgpt 4 dalle 3,3,T3 Experiment AI,0.0,Neutral
chatgpt tool strategic advantage future work,4,T4 Random Ask and Conversations,0.25,Neutral
baidu unveil ernie 40 ai system say overall performance par chatgpt,2,T2 Education and Foundations,0.0,Neutral
wow potential chatgpt bing mindboggling power simplify complex task enable lean team venture industry let embrace innovation,4,T4 Random Ask and Conversations,0.8271,Positive
someone ask chatgpt write kipling style harmless middle manager dad really want viking,4,T4 Random Ask and Conversations,0.3804,Positive
chatgpt suppyiny game niggas best watch ya girl im fina get street,1,T1 Information Technology,0.4215,Positive
kmac get boot first place,4,T4 Random Ask and Conversations,0.0,Neutral
people use chatgpt blindly unable explain bos python code cant invert 1m x 1m matrix support kind crap mean job security,1,T1 Information Technology,0.7096,Positive
say symbolstarved limited number letter latin greek alphabet use math conserve archaic chalk chatgpts output rather equally horrendous though example name var difficulty plus cache invalidation,1,T1 Information Technology,-0.7783,Negative
use chatgpt refine ideal customer persona type run couple trial rn job concierge service amp identify b2b client pay chatgpt help lot,1,T1 Information Technology,0.6908,Positive
scum,1,T1 Information Technology,0.0,Neutral
think thats also bc ppl generate title w chatgpt,4,T4 Random Ask and Conversations,0.0,Neutral
chatgpt input field need get bump web app ipad keyboard avoid obscure text field,4,T4 Random Ask and Conversations,-0.296,Negative
hey david totally get youre come ai tool like tool use matter ive blast use chatgpt theyve super helpful ai chatgpt technology,1,T1 Information Technology,0.8519,Positive
agree although chatgpt trouble number feel like spread false news 17 million billion dont trust verify,4,T4 Random Ask and Conversations,-0.0263,Neutral
eu chatgpt,1,T1 Information Technology,0.0,Neutral
new chatgpt prompt hit hard,3,T3 Experiment AI,-0.1027,Neutral
ai manipulate u microsoft ceo give u perspective philosophy openai ai chatgpt technology innovation futureofwork management future businessgrowth,4,T4 Random Ask and Conversations,0.3818,Positive
john grisham threat ai cannot truly appreciate group writer accuse openai unlawfully train chatbot chatgpt work source link,1,T1 Information Technology,-0.8344,Negative
retrieval augment generation intuitively exhaustively explained member machinelearning chatgpt,3,T3 Experiment AI,-0.1779,Neutral
word paul seem quite unhappy disappointed sea speak 节点 chatgpt账号 chatgpt账号 飞机号 推特账号 tiktok账号 quantumultx 65359,1,T1 Information Technology,-0.7559,Negative
want example lesson plan help student differentiate aigenerated humangenerated post insight academic integrity chatgpt youll find resource amp week try highereducation highered ai,2,T2 Education and Foundations,0.6808,Positive
almost half poll worried ai risk business embrace hesitated adopt ai due potential risk pose business ai chatgpt business technology,1,T1 Information Technology,-0.5325,Negative
focus chatgpt,1,T1 Information Technology,0.0,Neutral
found practical use chatgpt domaining summarize udrp decision try domain chatgpt,1,T1 Information Technology,0.0,Neutral
chatgpt 4 truly insane give completely false convince information three time space two minute push back apologized confusion idea possibly know true wonder,1,T1 Information Technology,0.6573,Positive
chatgpt teach u work smart harder,1,T1 Information Technology,0.4019,Positive
give employee access chatgpt here happen via,2,T2 Education and Foundations,0.0,Neutral
prompt flow azure machinelearning 1 2 3 chatgpt,3,T3 Experiment AI,0.0,Neutral
use chatgpt make resume omg stuff crazy,1,T1 Information Technology,-0.34,Negative
love chat favorite coworker chatgpt,1,T1 Information Technology,0.802,Positive
google bard v chatgpt,2,T2 Education and Foundations,0.0,Neutral
chatgpt write really feel somehow imo clearly recognize wild,4,T4 Random Ask and Conversations,0.4019,Positive
need chatgpt make dont work future,1,T1 Information Technology,0.0,Neutral
tried voice conversation japanese chatgpt get instant native speaker pocket,4,T4 Random Ask and Conversations,0.0,Neutral
dx4oo warn unit cooperation badly party bill democracy chatgpt账号 小火箭 推特账号 国际抖音 instagram账号 5040573,3,T3 Experiment AI,-0.2023,Neutral
anyone bad forecasting take seriously think people make similar mistake forecasting pace ai shock chatgpt havent updated rate change,1,T1 Information Technology,-0.8481,Negative
pagan author impact ai service like chatgpt wild hunt,4,T4 Random Ask and Conversations,0.3612,Positive
chatgpt atm like 06xer get well though,4,T4 Random Ask and Conversations,0.5574,Positive
v chatgpt,1,T1 Information Technology,0.0,Neutral
get chatgpt access first time,1,T1 Information Technology,0.0,Neutral
long need parent priest pastor preach chatgpt,4,T4 Random Ask and Conversations,0.0,Neutral
geez know wouldnt waste time,1,T1 Information Technology,0.3252,Positive
walk tightrope artificial intelligence chatgpt artificialintelligence creativity disruption learn ethic communication,2,T2 Education and Foundations,0.4939,Positive
microsofts ceo one big philosophical question ai whether manipulate u ai generativeai openai chatgpt innovation technology,1,T1 Information Technology,0.3818,Positive
qmzvu8ce brilliant intention sure away belt mountain chatgpt账号 小火箭 推特账号 日区id chatgptplus 2440,3,T3 Experiment AI,0.7269,Positive
youre new chatgpt,2,T2 Education and Foundations,0.0,Neutral
believe would fairly straightforward openai finetune version chatgpt precise goal would fact pass nonexpert observer result would sufficient large point,1,T1 Information Technology,0.0,Neutral
chatgpt show intolerable bias put lots question mark thats political also academic,4,T4 Random Ask and Conversations,-0.1027,Neutral
36723 heard worship call barber basin mambrinos helmet without ever see mistake al chatgpt账号 飞机号 推特账号 推特号 飞机粉丝,1,T1 Information Technology,0.5,Positive
well may chatgpt box would pass scrutiny experience observer specifically look discriminate human v model chatgpt finetuned purpose,4,T4 Random Ask and Conversations,0.2732,Positive
chatgpt openais textgenerating ai chatbot take world storm able write essay code give short text prompt hypercharging productivity also morenefarious side case ai tool go awa,3,T3 Experiment AI,0.0,Neutral
chatgpt program say conscious take minute hack mean people think key hallmark consciousness love creativity free test noncomputability 1,1,T1 Information Technology,0.8779,Positive
qt xinzhi teng radiography postdoc hong kong polytechnic university say use chatbots daily refine text prepare manuscripts write presentation material english first language might say ask chatgpt polish,1,T1 Information Technology,0.4215,Positive
yall dunk chatgpt,1,T1 Information Technology,0.0,Neutral
chart show correlation even clearly launch chatgpt sharp decline stack overflow,4,T4 Random Ask and Conversations,0.4019,Positive
whats like soulless dishonest ever feel physically ill look mirror,2,T2 Education and Foundations,-0.6124,Negative
vaunt intelligence apparatus cant even get timestamps right hasbara long guess might start work fact chatgpt,4,T4 Random Ask and Conversations,0.4767,Positive
chatgpt bruh theres guy around denies trinity reason protestant little sense reality history,1,T1 Information Technology,-0.4215,Negative
sorry hear bing doesnt allow adjust aspect ratio time access chatgpt plus gpt4 model dalle 3 use prompt obtain vertical ar result,4,T4 Random Ask and Conversations,-0.242,Neutral
chatgpt v perplexity ai v poe one,4,T4 Random Ask and Conversations,0.0,Neutral
check alyssa stringer late blog post chatgpt aipowered chatbot thats cause stir boost productivity uncover darker side textgenerating marvel become gamechanger dont miss read,1,T1 Information Technology,0.7135,Positive
ai already fail person use ai become unbeatable imagine system think like human last week use chatgpt write movie script 10minutes ai problem,3,T3 Experiment AI,-0.5719,Negative
would use chatgpt reply tweet actually read reply feel use chatgpt chat express emotion,1,T1 Information Technology,0.0,Neutral
show chatgpt app voice conversation enable cant wait play,3,T3 Experiment AI,-0.2584,Negative
dont read chatgpt yeah love give laugh entertainment,1,T1 Information Technology,0.8661,Positive
young lady illustrate primer simulate gpt4 really beautiful illustration work llms gpt chatgpt ai ml design,4,T4 Random Ask and Conversations,0.6361,Positive
fashion brandsare see chatgpt,4,T4 Random Ask and Conversations,0.0,Neutral
thank professor yoshua bengios pioneer research help bring chatgpt current ai boom he worry ai could harm civilization say future need humanity defense organization doomerism xrisk,2,T2 Education and Foundations,-0.1779,Neutral
sancho de azpeitia doubt must name foot rocinante chatgpt账号 飞机号 推特账号 谷歌账号 tiktok粉丝 47973,1,T1 Information Technology,-0.3612,Negative
post bring chatgpt,1,T1 Information Technology,0.0,Neutral
favorite ai tool use chatgpt help answer different question get overview research depth,1,T1 Information Technology,0.6908,Positive
maybe best subdomain choose dalle image chatgpt,3,T3 Experiment AI,0.6369,Positive
intern mass post everyone chatgpt,1,T1 Information Technology,0.0,Neutral
anyone dug system promptrules chatgpt audio conversation mode,2,T2 Education and Foundations,0.0,Neutral
get fact chatgpt assume response 100 accurate,2,T2 Education and Foundations,0.0,Neutral
ey say signature false shall leave without asscolts chatgpt账号 飞机号 推特账号 谷歌账号 gv语音 70401,1,T1 Information Technology,-0.0516,Neutral
4 make workout fit chatgpt allows make workout one size fit workout allows make workout cater instead spending hour make here prompt use make,1,T1 Information Technology,0.6124,Positive
5 get advice professional web search chatgpt act like dan go take thing dan say apply,4,T4 Random Ask and Conversations,0.3612,Positive
copy script chatgpt fuck 8 year old could write something convince already know world side long bother try make scenario anyone two braincells buy,2,T2 Education and Foundations,-0.5994,Negative
1 meal planning chatgpts new image analysis feature allow get healthy meal idea show picture fridge,2,T2 Education and Foundations,0.5574,Positive
chatgpt help get best shape life truly astonish 5 wild way use chatgpt get back prime,1,T1 Information Technology,0.8689,Positive
use llama2 time chatgpts api opensourcing dataset help,1,T1 Information Technology,0.4019,Positive
ive never see chatgpt definitive answer question even bother give reason hmmm well train data model owner action,4,T4 Random Ask and Conversations,-0.0772,Neutral
write program use opencv measure launch angle amongst thing wont mention chatgpt 4 measurement spot measurement launch angle really cool read picture,3,T3 Experiment AI,0.3804,Positive
valedictorian son graduation speech write chatgpt bland lack passion know something wasnt right tell even,4,T4 Random Ask and Conversations,0.1779,Neutral
new product release train multiple source yes mix actually new feature platform month forget post 𝕏 buildinpublic ai chatgpt gpt ia,2,T2 Education and Foundations,0.2023,Neutral
dont know shit chatgpt unless chatgpt spend 10 minute try work solution reallly check piece conversation crazy thing ever see happens time wait,1,T1 Information Technology,0.4261,Positive
think chatgpt would refuse question cool,1,T1 Information Technology,0.0258,Neutral
personal opinion everyone need watch cbs sunday morning week last segment aichatgpd scientist except war scary thing ive see im sure chatgpt photo,1,T1 Information Technology,-0.7003,Negative
chatgpt define secret,1,T1 Information Technology,0.0,Neutral
deadass use chatgpt rizz advice,1,T1 Information Technology,0.0,Neutral
ask chatgpt turn acdc song,4,T4 Random Ask and Conversations,0.0,Neutral
chatgpt husband give answer need vent pi mom listen even sound insane,1,T1 Information Technology,-0.4019,Negative
know anything like dalle3 bing chatgpt without filter make hard work around filter,4,T4 Random Ask and Conversations,0.4207,Positive
chatgpt youtube course artificialintelligence,2,T2 Education and Foundations,0.0,Neutral
real producer hire ghost producer develop country use chatgpt write progression,4,T4 Random Ask and Conversations,-0.3182,Negative
diverse skin tone come first experiment chatgpts dalle 3 function kick back image description,4,T4 Random Ask and Conversations,0.0,Neutral
form turn place exist ai model enable perform specific task eg use llama chatgpt get many result task train agent give specific feedback complete specific task base model,1,T1 Information Technology,0.0,Neutral
literally omggggg know theyre gonna chatgpt lie n deceit omfg,1,T1 Information Technology,-0.4588,Negative
could master thesis fiction video game identity also literally ask google chatgpt etc give fact call imbecile several time hope understand reticency,4,T4 Random Ask and Conversations,-0.0772,Neutral
ask chatgpt advice,4,T4 Random Ask and Conversations,0.0,Neutral
join u wednesday webinar well discuss new enhancement lockdown browser respondus monitor along privacy accessibility chatgpt reduce proctor cost register,2,T2 Education and Foundations,0.5106,Positive
havent do lot experimentation look pretty good im glad alternative chatgpt unfortunate github copilot chat doesnt work,4,T4 Random Ask and Conversations,0.7269,Positive
chatgpt lmfaoooo,1,T1 Information Technology,0.0,Neutral
saw stack traffic drop 40 since chatgpt come testament community moderation happen jerk take ps stack contributor also jerk,4,T4 Random Ask and Conversations,-0.7096,Negative
would choose chatgpt well,1,T1 Information Technology,0.2732,Positive
think need understand human biochemistry bit think well get already play around get chatgpt help thing,4,T4 Random Ask and Conversations,0.7351,Positive
thats totally true bad im use heavily work software engineering im able 10x productive problem people rely become automatism kind work chatgpt,1,T1 Information Technology,0.0038,Neutral
5 thing ai sentia ai auto writes email lead intelligence conversational ai search lead conversion opportunity score b2b crm ai generativeai sale crmspaceinfo chatgpt tech innovation biztips business,2,T2 Education and Foundations,0.8176,Positive
chatgpt expose passage provide appear discuss incident involve attack hospital gaza attribution responsibility attack writer seem take position barbaric terrorist gaza,3,T3 Experiment AI,-0.91,Negative
podcast ted talk circuit dignity part seriously though kind mad public movement around stop building hasnt happen earlier guess people need see chatgpt eye,1,T1 Information Technology,-0.0,Neutral
every reply tweet either chatgpt bot bait ad revenue honestly shock easily one person destroy app,4,T4 Random Ask and Conversations,-0.1779,Neutral
chatgpt confuse 4 people,3,T3 Experiment AI,-0.2263,Neutral
stop use midjourney use ideogram aitools artificialintelligence ai ideogram innovaitve success chatgpt midjourney,1,T1 Information Technology,0.3612,Positive
country run chatgpt take dont know yet,4,T4 Random Ask and Conversations,0.0,Neutral
youre see id like quick experiment chatgpt 1 ask write tweet condemn israel bomb hospital gaza 2 ask write tweet condemn hamas attack israel post result,4,T4 Random Ask and Conversations,-0.8402,Negative
47314 door open milial enter excused late excuse chatgpt账号 飞机号 推特账号 discord账号 领英账号,1,T1 Information Technology,0.0772,Neutral
rely ai chatgpt like rely sociologist summary focus group proceeding cook,4,T4 Random Ask and Conversations,0.3612,Positive
4 amp 6 whats difference chatgpt wont generate response prompt ai ethic wont give financial advice write doomsday 10 prompt 3 sail,3,T3 Experiment AI,-0.5859,Negative
bing image creator absolute bollox cant even generate image doll get sensitive content hear chatgpt issue google gemini cant come soon enough,3,T3 Experiment AI,0.0,Neutral
chatgpt negotiate behalf lol meanwhy need real estate agent find home sale tour negotiate put offer right,1,T1 Information Technology,0.4215,Positive
china ernie ai good good chatgpt say creator theres new name top spot everchanging ai arm race well least believe creator behind speak event beijing baidu founde,2,T2 Education and Foundations,0.8271,Positive
ask chatgpt write new folk song wale,3,T3 Experiment AI,0.0,Neutral
analyze illustration chatgpt suggest use flat illustration handdrawn mediumsized black chalk outline suggest told illustration,1,T1 Information Technology,0.0,Neutral
chatgpt could improve decisionmaking capable follow treatment standard depression without genderclass bias except trained data produce biased human unvalidated etc otherwise totally valid conclusion draw,3,T3 Experiment AI,-0.001,Neutral
chatgpts diverse skill disposal know ask,4,T4 Random Ask and Conversations,0.0,Neutral
accord chatgpt elon musk give everyone planet million dollar would significant economic social consequence immediate impact would likely hyperinflation,1,T1 Information Technology,0.2023,Neutral
chatgpt web bot identifies distinct user agent holly use rickroll chatgpt,3,T3 Experiment AI,0.0,Neutral
make content make content chatgpt chatgpt,1,T1 Information Technology,0.0,Neutral
apply closed llm chatgpt gpt4 naive form kcts require observe output logit space lm however close llms luxury 9n,4,T4 Random Ask and Conversations,-0.2732,Negative
hype cycle artificialintelligence 2023 ai machinelearning deeplearning datascience cloud edgeai generativeai genai chatgpt computervision neuralnetworks nlp neuroscience python cod 100daysofcode womenintech,4,T4 Random Ask and Conversations,0.0,Neutral
personally attest another usage use chatgpt code interpreter visualize mathematical function graph vary parameter value,3,T3 Experiment AI,0.34,Positive
michael mandel join michael bull ccim discuss future commercial real estate data technology include expand ai large language model like chatgpt,4,T4 Random Ask and Conversations,0.7184,Positive
