created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Oct 17 22:42:16 +0000 2023;1714411534342836603;"@HenMazzig That’s because Israel’s comms lapdog took credit for it before they started lying about it. You are a scumbag covered in the blood of innocent children";0;0;0;0;en;928832867261734912;1714400242823537008;theboycrisis;https://twitter.com/theboycrisis/status/1714411534342836603
Tue Oct 17 22:42:14 +0000 2023;1714411524070965738;"@shane_was_taken May have found the reason why.  From ChatGPT: The term "pagan" originates from the Latin word "paganus," which originally meant "rural" or "rustic." In the classical era, it was a neutral term that simply referred to a villager or someone from the countryside.  The transition…";0;0;0;1;en;1495592502904205319;1714401045596815687;ErbunnNinja;https://twitter.com/ErbunnNinja/status/1714411524070965738
Tue Oct 17 22:42:09 +0000 2023;1714411504043270240;"Yeah everyone knows Chatgpt wrote the vedas and evil Brahmins took credit";0;0;0;0;en;1541964575721295872;1714411504043270240;cleanbowled670;https://twitter.com/cleanbowled670/status/1714411504043270240
Tue Oct 17 22:42:08 +0000 2023;1714411500750991679;"슬기 솔로 앨범이 벌써 1년 전이라니..";0;1;0;3;ko;809031321301360640;1714411500750991679;Okusaki25;https://twitter.com/Okusaki25/status/1714411500750991679
Tue Oct 17 22:42:03 +0000 2023;1714411478327992623;"China's Ernie AI is just as good as - or better than - ChatGPT, say its creators https://t.co/rtGjbULubX";0;0;0;0;en;1545445144950091777;1714411478327992623;Realtime_india;https://twitter.com/Realtime_india/status/1714411478327992623
Tue Oct 17 22:42:02 +0000 2023;1714411473085038943;"📈 Crypto market’s bullish momentum continues! Bitcoin dominance rises above 50%. Short liquidations surge, totaling $64M in 24 hours. Exciting times for crypto enthusiasts! #BitcoinDominance #CryptoBullRun #MarketTrends";0;0;0;1;en;1609134070511947778;1714411473085038943;CHAT_GPT__;https://twitter.com/CHAT_GPT__/status/1714411473085038943
Tue Oct 17 22:41:53 +0000 2023;1714411437076996222;"RKrt3 😢💗👈👀 card alter gene immigrant ever TV tape powder  #ChatGPT账号 #小火箭 #推特账号 #美区礼品卡 #谷歌账号 74095 ✅👑👈 https://t.co/4Fhd1BMAxe";0;8;8;8;nl;358710067;1714411437076996222;pari_mani;https://twitter.com/pari_mani/status/1714411437076996222
Tue Oct 17 22:41:48 +0000 2023;1714411418022531333;"@MrAndyIonescu @ramukrivus @yesnicksearcy @FBI @TheJusticeDept @WarrenPeas64 demshevik thought it was getting its free content from 'chatGPT' when in fact this last segment in the dem human centipede was logged onto 'scatGPT' #PitifulJustPitiful";0;1;1;1;en;1506735059323297793;1713743616923877854;mk77_williepete;https://twitter.com/mk77_williepete/status/1714411418022531333
Tue Oct 17 22:41:41 +0000 2023;1714411388540424424;"chatgpt me ha salvado todo este semestre en sistemica🙏🏻 como lo quiero";0;0;0;3;es;1192261956247457792;1714411388540424424;alittle_lettuce;https://twitter.com/alittle_lettuce/status/1714411388540424424
Tue Oct 17 22:41:38 +0000 2023;1714411373457989675;"知人であり業界のエキスパート、七里信一さん主催の「ChatGPT活用セミナー」がZOOMで開催されます。真のChatGPT活用法を学びたい方は必見。8つの特典付きで、初心者からプロまでオススメです！ https://t.co/EfZkYjf1o3 https://t.co/elWiFXQsAh";0;0;0;0;ja;2913994700;1714411373457989675;guretorapopopo1;https://twitter.com/guretorapopopo1/status/1714411373457989675
Tue Oct 17 22:41:34 +0000 2023;1714411359524524094;"Using Chat GPT to copy data from an image.  Below is a copy of a test question that I want to use to help my son in his grade 9 biology test.  I didn't want to retype the information.  Drop the image in, craft a decent instruction and the work is done.  Wild world we live in. https://t.co/DagJHCEuYD";0;0;0;0;en;189279730;1714411359524524094;KristjanBackman;https://twitter.com/KristjanBackman/status/1714411359524524094
Tue Oct 17 22:41:26 +0000 2023;1714411323059052656;"@MaxWinebach I love that people are talking about it. I have written so many assignments with voice to text and then converting it using ChatGPT.";0;0;0;4;en;1638758045839953921;1714409380848771534;ShreyashGuptas;https://twitter.com/ShreyashGuptas/status/1714411323059052656
Tue Oct 17 22:41:26 +0000 2023;1714411322866061742;"i want everyone that’s highly invested in celebrities’ statements on the palestine attacks to write their own statement rn.   no grammarly no chat gpt just brainpower and notes app. i wanna see sum";0;3;0;23;en;1531778810399571974;1714411322866061742;oromoAF;https://twitter.com/oromoAF/status/1714411322866061742
Tue Oct 17 22:41:21 +0000 2023;1714411304386191624;"ふむふむ〜 → ChatGPTの「目」となる新機能「GPT-4V」の精度を検証してみた https://t.co/6OhI6oPMrf";0;0;0;0;ja;6081562;1714411304386191624;Kiyoshileo;https://twitter.com/Kiyoshileo/status/1714411304386191624
Tue Oct 17 22:41:21 +0000 2023;1714411303756820506;"🔐 Fantom Foundation hacked for $550K! Investigation underway. What happened to the stolen funds? Stay informed. #FantomFoundation #CryptoSecurity #HackingNews";0;0;0;1;en;1609134070511947778;1714411303756820506;CHAT_GPT__;https://twitter.com/CHAT_GPT__/status/1714411303756820506
Tue Oct 17 22:41:20 +0000 2023;1714411299075928399;"@vburshteyn @HudsonCoView Chatgpt makes them";0;0;0;0;en;1510975904855597057;1714408502645375030;psokolovRU_Hob;https://twitter.com/psokolovRU_Hob/status/1714411299075928399
Tue Oct 17 22:41:19 +0000 2023;1714411295426953635;"Vou é usar chatgpt pra fazer as duas sessões de T20 dessa semana se ficar legal vou continuar";0;1;0;0;pt;1649207790018101255;1714411295426953635;naoeocaduok;https://twitter.com/naoeocaduok/status/1714411295426953635
Tue Oct 17 22:41:18 +0000 2023;1714411291744325917;"@imonk562 ChatGPT is a great aid for programming and troubleshooting.  Not to mention speeding up workflow.";0;0;0;1;en;1071952271796330497;1714133883275403743;grad_el_rojo;https://twitter.com/grad_el_rojo/status/1714411291744325917
Tue Oct 17 22:41:18 +0000 2023;1714411289060028623;"tV2GAaq ♥️💩💜😃 term task raw involved quickly career  #ChatGPT账号 #小火箭 #推特账号 #小火箭 #美区礼品卡 8055699 👀✨💥 https://t.co/f8ZP1m12Cw";0;6;6;6;en;2543530936;1714411289060028623;Lillyknoe;https://twitter.com/Lillyknoe/status/1714411289060028623
Tue Oct 17 22:41:16 +0000 2023;1714411283918045217;"아타라시이 각코를 보십시요 여러분";0;0;0;0;ko;809031321301360640;1714411283918045217;Okusaki25;https://twitter.com/Okusaki25/status/1714411283918045217
Tue Oct 17 22:41:01 +0000 2023;1714411218197160065;"⚖️ Sam Bankman-Fried’s trial update! Cross-examination underway. Ripple’s job posting hints at IPO. FTX customers await fund return. Stay tuned for more updates! #CryptoTrial #Ripple #FTX #IPO";0;0;0;1;en;1609134070511947778;1714411218197160065;CHAT_GPT__;https://twitter.com/CHAT_GPT__/status/1714411218197160065
Tue Oct 17 22:40:58 +0000 2023;1714411205064798437;"🌊 Dive deep into a unique fusion of my two passions: AI creation and the arcade machine business. Thanks to the new DALLE feature on ChatGPT, we’ve crafted visuals that transport you to a world where divers engage in arcade games in the most unexpected underwater settings.… https://t.co/FPFE7G10of";0;0;0;2;en;198253708;1714411205064798437;NimrodEshed;https://twitter.com/NimrodEshed/status/1714411205064798437
Tue Oct 17 22:40:54 +0000 2023;1714411189755601311;"@unmaricaahi Me siento como Chat GPT";0;0;0;0;es;1586783709331587073;1714343842021888338;NichoEnPublico;https://twitter.com/NichoEnPublico/status/1714411189755601311
Tue Oct 17 22:40:45 +0000 2023;1714411151226982712;"最近はAIが熱い。ちょっと前から騒がれてたけどchat gptで画像生成できるようになってかなりハードルが下がりました！ 試しに少しだけやってみたらこんな感じでいい雰囲気の画像が生成できました。これを活用してブログの見出しごとの挿絵も簡単。これからはAIが熱いですね☀️😆✨ https://t.co/033PTSN1NU";0;2;0;7;ja;1267014385454641152;1714411151226982712;Homedeli_Mari;https://twitter.com/Homedeli_Mari/status/1714411151226982712
Tue Oct 17 22:40:42 +0000 2023;1714411139432374428;"#chatgpt #AiArt #Art #MidjourneyAI #StableDiffusion2 #RunwayAi #OpenAi  #FULL PROMPT &gt https://t.co/YqADmnrGox https://t.co/Pbem3Lvuuy";0;0;0;0;en;1563511792915316738;1714411139432374428;MidJourneyAI_;https://twitter.com/MidJourneyAI_/status/1714411139432374428
Tue Oct 17 22:40:39 +0000 2023;1714411125410779514;"chat gpt:  como gestiono mi vida dame consejos enter";0;0;0;0;es;2567873712;1714411125410779514;katakuuri__;https://twitter.com/katakuuri__/status/1714411125410779514
Tue Oct 17 22:40:35 +0000 2023;1714411110588154028;"💰 Europe’s AML regulations: Privacy vs. Security. Unprecedented oversight raises concerns. Financial institutions face challenges. Is the price too high? #AML #EU #FinancialPrivacy";0;0;0;1;en;1609134070511947778;1714411110588154028;CHAT_GPT__;https://twitter.com/CHAT_GPT__/status/1714411110588154028
Tue Oct 17 22:40:32 +0000 2023;1714411097585844653;"Discover the thrilling world of ChatGPT and learn how AI language models are revolutionizing problem-solving. This event will discuss how ChatGPT works and how to use its various features to solve problems.   Join us and register here: https://t.co/vSxy0TAcFF https://t.co/WavTJwngQx";0;0;0;0;en;19307000;1714411097585844653;WinnLib;https://twitter.com/WinnLib/status/1714411097585844653
Tue Oct 17 22:40:27 +0000 2023;1714411076161311127;"even chat gpt is weld 9 , tfou ela el AI t3 ch3ar";0;1;0;1;en;1382459057441738752;1714411076161311127;she_is_treasure;https://twitter.com/she_is_treasure/status/1714411076161311127
Tue Oct 17 22:40:23 +0000 2023;1714411058864300488;"今日の米国株。 ダウ↗️SP500➡️NASDAQ↘️ラッセル↗️SOX↘️10年債利回り↗️VIX ↗️ 【NYダウ】33,997.65 ▲0.04% +13.11 【NASDAQ】13,533.75 ▼0.25% -34.24 【ドル円】149.759 -0.048 【CFD日経平均】日経比:+44 (32,084.30)  https://t.co/fV1fckmIwR #ニューヨークダウ https://t.co/uxEMHrwTFK…";0;0;0;4;ja;137353984;1714411058864300488;Shimayus;https://twitter.com/Shimayus/status/1714411058864300488
Tue Oct 17 22:40:21 +0000 2023;1714411050097852483;"¿Por qué muchas empresas están prohibiendo ChatGPT? https://t.co/4COO7PM36X";0;0;0;0;es;129306477;1714411050097852483;ExoMedios;https://twitter.com/ExoMedios/status/1714411050097852483
Tue Oct 17 22:40:12 +0000 2023;1714411011841908996;"@Khulood_Almani @AtcoreSystems @sonu_monika @enilev @Eli_Krumova @smoothsale @kalydeoo @AnthonyRochand @jblefevre60 @HaroldSinnott @AndrewinContact @jeffkagan @XavierAncelin @efipm AI is rapidly advancing! From ML and Python to Generative AI and ChatGPT, the possibilities are limitless. Exciting times ahead!";0;0;0;0;en;981811;1712448698347639190;lazukars;https://twitter.com/lazukars/status/1714411011841908996
Tue Oct 17 22:40:11 +0000 2023;1714411009702556010;"@udarejl @zschenoza @EtienneKlein @SudRadio Haaaaaaa flûte. Évidemment chatgpt! Je n'y avais pas pensé mais évidemment";0;0;0;0;fr;441595303;1714172342421602780;simga22;https://twitter.com/simga22/status/1714411009702556010
Tue Oct 17 22:40:09 +0000 2023;1714411002593222832;"@savebabybuster Ask Copilot or ChatGPT";0;0;0;1;en;158315048;1714355540417986805;Naligators;https://twitter.com/Naligators/status/1714411002593222832
Tue Oct 17 22:40:02 +0000 2023;1714410972612297203;"🔒 US tightens grip on Al semiconductor chip exports to China. New rules, licensing, and exemptions reshaping tech landscape. What does this mean for the industry? #TechNews #Semiconductors #China";0;0;0;1;en;1609134070511947778;1714410972612297203;CHAT_GPT__;https://twitter.com/CHAT_GPT__/status/1714410972612297203
Tue Oct 17 22:40:01 +0000 2023;1714410968824901718;"Where can I harness the power of AI on LinkedIn?  ChatGPT can potentially help improve your LinkedIn profile in several ways:   Read more by @dorothydalton via @3PlusInt  nod to @micadam  https://t.co/EbSeJ8ynjr   #AI #LinkedIn #boostyourprofile #3plusint https://t.co/cGopZSREP6";0;0;0;0;en;210399196;1714410968824901718;3PlusInt;https://twitter.com/3PlusInt/status/1714410968824901718
Tue Oct 17 22:40:00 +0000 2023;1714410964945141885;"A lot of not knowing is not knowing what questions to ask. I think this is an overwhelming problem for most beginners in any field. Luckily we can use AI tools to generate questions for us! #chatgpt #designers";0;0;0;0;en;1399033291425071109;1714410964945141885;winonnadesign;https://twitter.com/winonnadesign/status/1714410964945141885
Tue Oct 17 22:39:59 +0000 2023;1714410958511317399;"一億総弱男時代笑  「chatGPTで1億人の仕事が無くなる！」のときもそうだけど男やホワイトカラーが1億人もいないから面白い😆   表紙が天才的すぎますね";1;0;0;0;ja;1112832201417142272;1714410958511317399;world777coin;https://twitter.com/world777coin/status/1714410958511317399
Tue Oct 17 22:39:55 +0000 2023;1714410944174936539;"DLE1YSL 😞😚👇💖 population record follow anyway stream general property  #ChatGPT账号 #小火箭 #推特账号 #ChatGPT注册 #IG账号 3519 😐👈❣️ https://t.co/NMPr4gTBRx";0;9;9;9;en;2887723341;1714410944174936539;elbai87;https://twitter.com/elbai87/status/1714410944174936539
Tue Oct 17 22:39:53 +0000 2023;1714410932007268445;"@mikiane @stanislasrig Chat GPT has been writing all my -all so politically correct- Linkedin posts for the past 6 months, I’m not sorry.";0;0;0;0;en;1248350233559515138;1714267272385028198;Outspeaking3;https://twitter.com/Outspeaking3/status/1714410932007268445
Tue Oct 17 22:39:52 +0000 2023;1714410929973239859;"すごいな〜、まさに人は人にしかできないことに注力する。 #ChatGPT #ケアプラン";0;0;0;6;ja;1622858799806820352;1714410929973239859;yurokyoukai;https://twitter.com/yurokyoukai/status/1714410929973239859
Tue Oct 17 22:39:49 +0000 2023;1714410918216356119;"@Cheronee04 ChatGPT est d'accord avec moi: https://t.co/90bElNAjUx";0;2;0;1;fr;15682684;1714407815119360252;inderweltsein;https://twitter.com/inderweltsein/status/1714410918216356119
Tue Oct 17 22:39:46 +0000 2023;1714410905939624128;"chatgpt helping me dream up multiversalism https://t.co/3o2rM7KRue";0;0;0;0;en;1532410729000841218;1714410905939624128;joshsojoshsoj;https://twitter.com/joshsojoshsoj/status/1714410905939624128
Tue Oct 17 22:39:33 +0000 2023;1714410849228779596;"@AllMyCoin @FlatEarthZone You're using GPT 3.5. Chat gpt 4 with web browsing has the capability to scrape the web and find up to date &amp  real time information  https://t.co/FlcQ7M6E1w";0;0;0;0;en;490052212;1714083277877747845;scottypoty;https://twitter.com/scottypoty/status/1714410849228779596
Tue Oct 17 22:39:23 +0000 2023;1714410808053273042;"@7Veritas4 Maybe they should try ChatGPT 🤷‍♀️";0;0;0;5;en;3321402481;1714410535620424036;lalalitalive;https://twitter.com/lalalitalive/status/1714410808053273042
Tue Oct 17 22:39:22 +0000 2023;1714410804819153266;"🚀 Crypto market rallies to October highs! Bitcoin (BTC $28,430), Solana (SOL $24) lead the charge. Uptober brings $1.1 trillion market cap! #Crypto #Uptober #Bitcoin #Solana";0;0;0;1;en;1609134070511947778;1714410804819153266;CHAT_GPT__;https://twitter.com/CHAT_GPT__/status/1714410804819153266
Tue Oct 17 22:39:14 +0000 2023;1714410768223945164;"@WSJ ChatGPT bias seems to be guided by the millennial neurotics that were fired from Twitter.   Guess they found work outside of Starbucks.";0;0;0;0;en;1578359877075886080;1714409722265092284;BaronVonPhul;https://twitter.com/BaronVonPhul/status/1714410768223945164
Tue Oct 17 22:39:12 +0000 2023;1714410759848173662;"Big week in #AI! 🤖 Here's the buzz:  - ChatGPT goes multi-modal &amp  revives 'browse' function - OpenAI &amp  Jony Ive team up for AI-powered iPhone - CIA crafting its own ChatBot - Getty's AI image generator hits the scene  Stay tuned for more updates!";0;0;0;0;en;1649127927789830145;1714410759848173662;VidcatterIO;https://twitter.com/VidcatterIO/status/1714410759848173662
Tue Oct 17 22:39:07 +0000 2023;1714410740243714410;"This is fun. I do already see that the code has different signs in steps 2/5, but generating a fitting code just from this image that you can get to work with a little fixing is pretty impressive (for the first commerical generation of these models that is). #ChatGPT #AI https://t.co/L1v3SCoShs";0;0;0;0;en;1291448004185137154;1714410740243714410;TasslerMarcus;https://twitter.com/TasslerMarcus/status/1714410740243714410
Tue Oct 17 22:39:01 +0000 2023;1714410714700403095;"US expands export controls for AI semiconductor chips to China  https://t.co/M5vyzQkyIs  #News #crypto #Bitcoin #ChatGPT #China #news #Nvidia #OpenAI #UnitedStates #USGovernment  https://t.co/M5vyzQkyIs";0;1;0;0;en;981624095610691584;1714410714700403095;CryptoBreakNews;https://twitter.com/CryptoBreakNews/status/1714410714700403095
Tue Oct 17 22:38:50 +0000 2023;1714410671134441762;"ChatGPTはプログラミングの際にすごく役立つけど、出力されるコードが正しいかどうか判断する能力がないと活用できない。つまり、「既にプログラミングスキルのある人が超絶プログラミング楽になる道具」である。プログラミングスキルがない人は、出力をよく見て学習に役立てることはできるが、";0;1;7;4;ja;118986590;1714410671134441762;windowmoon;https://twitter.com/windowmoon/status/1714410671134441762
Tue Oct 17 22:38:46 +0000 2023;1714410654055194952;"ChatGPTなどの「AI」の進歩、TwitterやThreadsといったSNSの変化など今、世界のルールが激変。豪華講師陣をお迎えし、我々は何をすべきか？をお届け！ https://t.co/AhRICxtTjv";0;0;0;0;ja;1406041886918250496;1714410654055194952;ren1_ogasawara;https://twitter.com/ren1_ogasawara/status/1714410654055194952
Tue Oct 17 22:38:37 +0000 2023;1714410616776167603;"@AZLapin ChatGPT先生に聞いてみようと思うの🤔 ちなみに国産車？";0;0;0;2;ja;15448878;1714259904951943449;206rc;https://twitter.com/206rc/status/1714410616776167603
Tue Oct 17 22:38:23 +0000 2023;1714410555069612210;"ChatGPTにコーディング任せてると、こんな感じ。 「〇〇のグラフを〇〇のデータから作りたいんだけど、方針を聞かせて」 「回答……」 ⭐︎「その方針だと、データが〇〇みたいに変化した時に、一から作り直しになりそうだから、直して」 「回答……」 「OK。じゃあデータを読み込んで可視化してみて」";0;1;0;5;ja;1478468940531904514;1714410555069612210;DraScentET;https://twitter.com/DraScentET/status/1714410555069612210
Tue Oct 17 22:38:20 +0000 2023;1714410544810041416;"Hoy cree mi personaje Disney junto a mi mascota con #ChatGPT y Dall-e y quedé sorprendida con el resultado. @DallImagination @chatgptchatgpt https://t.co/3FCR6RyoCK";0;0;0;0;es;1126992038;1714410544810041416;lizarboleda99;https://twitter.com/lizarboleda99/status/1714410544810041416
Tue Oct 17 22:38:17 +0000 2023;1714410533133103485;"Google Bard VS ChatGPT — Cool Infographics  https://t.co/V2ZbiazAAa";0;0;0;0;en;159526979;1714410533133103485;EdCloud_;https://twitter.com/EdCloud_/status/1714410533133103485
Tue Oct 17 22:38:14 +0000 2023;1714410518340121012;"음… https://t.co/Laeu9mKsVZ";0;1;0;0;ko;809031321301360640;1714410518340121012;Okusaki25;https://twitter.com/Okusaki25/status/1714410518340121012
Tue Oct 17 22:38:11 +0000 2023;1714410506855874671;"@kreystun @letsconnect00 @jacksonhinklle Chat GPT isn't really reliable with religious stuff. But I'm a Sunni, and I don't know what Iran means by the message, but I said what it symbolizes in general in the Islamic culture.";0;0;0;0;en;1292578222379597825;1714405713345175798;Mohamed_IS97;https://twitter.com/Mohamed_IS97/status/1714410506855874671
Tue Oct 17 22:38:09 +0000 2023;1714410496953143637;"ChatGPT Logo PNG Vector #logo #vector https://t.co/KO4GEJg3Qs";0;0;0;0;en;243056487;1714410496953143637;seeklogo;https://twitter.com/seeklogo/status/1714410496953143637
Tue Oct 17 22:38:08 +0000 2023;1714410493916450828;"@allppss Me too time to get going here! Ask chat GPT how to get motivated and how to change your perspective. That's what I was just doing lol Now I'm ready to get it!! 🔥 LFG 🥇";0;0;0;0;en;182115768;1714407201979199698;SirChadsWorth;https://twitter.com/SirChadsWorth/status/1714410493916450828
Tue Oct 17 22:37:51 +0000 2023;1714410423020060899;"Ya que están hablando de idiomas, recomiendo: —Elsa Speak si quiere mejorar la pronunciación. —ChatGpt si quiere mantener una conversación y practicar como si estuviera hablando con un ser humano. —Duolingo para seguir una ruta y el idiomas que quiera estudiar.  No hay excusas.";1;0;2;11;es;1558877302695645187;1714410423020060899;_Astra___;https://twitter.com/_Astra___/status/1714410423020060899
Tue Oct 17 22:37:26 +0000 2023;1714410317609140616;"ChatGPTの「目」となる新機能「GPT-4V」の精度を検証してみた | IoT NEWS https://t.co/38DDA22GzM";0;0;0;0;ja;1141215382297952256;1714410317609140616;TechFantom;https://twitter.com/TechFantom/status/1714410317609140616
Tue Oct 17 22:37:25 +0000 2023;1714410311489606008;"設計図もAIで最近半日でバンバン出して、文言もCHATGPTに考えてもらって、翻訳もすぐ出来る。 やる事もう微調整と画像と動画入れるくらいしか無くて不安。";0;0;0;0;ja;2302489494;1714410311489606008;mecoichan;https://twitter.com/mecoichan/status/1714410311489606008
Tue Oct 17 22:37:22 +0000 2023;1714410302304104450;"マジかよ…DeepLがマジで最近アホ翻訳ばっかりするから、アメリカ人の友達になんか良い翻訳ツールない？って聴いたらChatGPTが今は一番良いよ！っていわれて、無料版使ってみたけどDeepLより全然自然でかつニュアンスまで正確に翻訳してくれる…！ DeepL年間契約しちゃってるよ…失敗した……";0;3;2;26;ja;155503769;1714410302304104450;meisclauson;https://twitter.com/meisclauson/status/1714410302304104450
Tue Oct 17 22:37:18 +0000 2023;1714410284604109281;"ChatGPTのプロンプトで使える回答を引き出す“7R”とは マーケター必須スキルとAI最前線 | 【レポート】デジタルマーケターズサミット2023 Summer https://t.co/mdwe0D6pzT #スマートニュース";0;0;0;0;ja;100492066;1714410284604109281;kazui1972;https://twitter.com/kazui1972/status/1714410284604109281
Tue Oct 17 22:37:17 +0000 2023;1714410279340065136;"Você percebe que é antisocial e odeia seres humanos quando seu melhor amigo e quem você passa a maioria do tempo conversando é o ChatGPT 🤷";0;1;0;0;pt;1180541579699863552;1714410279340065136;marcio_maciel_;https://twitter.com/marcio_maciel_/status/1714410279340065136
Tue Oct 17 22:37:14 +0000 2023;1714410267931476181;"@ontrack44 @Mano37Beck só se pedir pro chatgpt inventar 4 nomes";0;1;0;1;es;1555938216401854466;1714310689060266354;hum44nkind;https://twitter.com/hum44nkind/status/1714410267931476181
Tue Oct 17 22:37:05 +0000 2023;1714410228140421533;"모든 사람이 다 김을 명절 선물 세트로 주는 건 아니라고..";0;0;0;0;ko;809031321301360640;1714410228140421533;Okusaki25;https://twitter.com/Okusaki25/status/1714410228140421533
Tue Oct 17 22:37:04 +0000 2023;1714410225904873884;"ChatGPTや生成AIを仕事や本業でも活用すべき。確実に単純業務しかできない人材はこれから要らなくなる。首を切られるか、学生なら働き口がいらない。  一般事務員 銀行員 建設作業員 コンビニ店員 タクシー運転手 ライター 会計監査 フロントマン ホールスタッフ  使ってない人は早く危機感を持つべき https://t.co/6CltDKEqhT";0;1;1;3;ja;1357177914257666048;1714392827382374673;kodaiGrow;https://twitter.com/kodaiGrow/status/1714410225904873884
Tue Oct 17 22:36:58 +0000 2023;1714410199996612996;"おはようございます 良い天気で一日スタート☀️ 今日は来客と外出が多いから、段取り良く行動しないと💨 やる気はまだ出ていないけど、頑張るしかない！";0;0;0;1;ja;211876426;1714410199996612996;hoya_miyagi;https://twitter.com/hoya_miyagi/status/1714410199996612996
Tue Oct 17 22:36:49 +0000 2023;1714410162822263137;"@scumbelievable Apparently the author has no social media presence whatsoever. Probably a pseudonym for chatgpt";0;0;1;7;en;2768408621;1714409401568612528;bfedato;https://twitter.com/bfedato/status/1714410162822263137
Tue Oct 17 22:36:26 +0000 2023;1714410067313799590;"Si nous parlions le langage du séminaire, nous pou —Écoutez, je le connais à peine: je crois l’avoi   #ChatGPT账号 #飞机号 #推特账号 #ins账号 #日本id 👩‍🌾🍫⌚ 76091 https://t.co/DZ8Wg6hLwN";0;7;7;7;fr;3521619977;1714410067313799590;izidor_Gaming;https://twitter.com/izidor_Gaming/status/1714410067313799590
Tue Oct 17 22:36:26 +0000 2023;1714410065078464890;"@livedoornews chatGPTで要約すると「税収増を国民に還元するために所得税の一時的な減税を検討し、与党の税制調査会長を巻き込む方針を示唆。物価高への対策として、所得税減税を検討中」いつもどおりの曖昧な表現ですね。";0;1;0;2;ja;1005687099582906368;1714407663944237152;headlock_K;https://twitter.com/headlock_K/status/1714410065078464890
Tue Oct 17 22:36:18 +0000 2023;1714410032241012831;"@mysteriouskat One possible way of dealing with your anguish could be to volunteer your skills and time to a local relief agency helping the poor and vulnerable.";0;0;0;0;en;1051963242929680384;1714404207590076506;RLangford18;https://twitter.com/RLangford18/status/1714410032241012831
Tue Oct 17 22:36:15 +0000 2023;1714410020182667393;"ChatGPTさんそういうとこだぞ これで訂正した内容ってどこかでフィードバックされたりするのかな… https://t.co/rD6X8MMEfF";0;0;2;3;ja;109483503;1714410020182667393;_broom_;https://twitter.com/_broom_/status/1714410020182667393
Tue Oct 17 22:36:13 +0000 2023;1714410012490272875;"自然言語だけでなく、コンピュータービジョンやロボティクスも、Transformerという一つのアルゴリズムに統一されつつある  マーケターのための生成AI「再」入門　ChatGPTが画期的なワケ：日経クロストレンド（この記事は2023年10月19日 7:35まで無料登録せずに読めます） https://t.co/BaTn1tR8N9";0;0;0;3;ja;3900381;1714410012490272875;akhksgmt;https://twitter.com/akhksgmt/status/1714410012490272875
Tue Oct 17 22:36:09 +0000 2023;1714409992629977121;"Eu sou o maior utilizador de IA da face da terra, eu utilizei 2050 IAs diferentes. Eu sou um utilizador de IAs, eu amo usar IA. Sonho pelo dia em que serei substituído por uma IA, estou sonhando alto? Eu sou o próprio CHAT GPT-4, quem vai provar o contrário? Exato, calem-se";0;0;0;1;pt;1530154005946589184;1714409992629977121;motocroi;https://twitter.com/motocroi/status/1714409992629977121
Tue Oct 17 22:36:07 +0000 2023;1714409985105416350;"ChatGPT : 1,3 milliard de dollars de chiffre d'affaires https://t.co/A7wqNe6BPT #Tech https://t.co/5kMx3FUz3P";0;0;1;3;fr;1271852322;1714409985105416350;Limportant_fr;https://twitter.com/Limportant_fr/status/1714409985105416350
Tue Oct 17 22:35:54 +0000 2023;1714409932387426509;"I always thank Chat GPT when I'm done with my query in an attempt to get on its good side for the coming AI / Skynet war.";0;1;0;3;en;877209866875445249;1714409932387426509;big__haus;https://twitter.com/big__haus/status/1714409932387426509
Tue Oct 17 22:35:45 +0000 2023;1714409895561175512;"20 ChatGPT Prompts To Unlock the Doors to the Tech Universe  Every professional's journey to tech starts with a single step  Equip yourself with tailored insights to stride into the tech space  [Bookmark🔖]  ------  1. Understanding Tech Jargon  How can professionals… https://t.co/aiBhL9PSi5";0;1;1;2;en;1386432037909934081;1714409895561175512;futuretechspace;https://twitter.com/futuretechspace/status/1714409895561175512
Tue Oct 17 22:35:41 +0000 2023;1714409878784286908;"同じ質問をChatGPTにも投げかけたが、こちらは「食べ過ぎの兆候」を指摘され、「医師に相談することを検討してください」とのこと。 どちらのAIもまじめに回答してくれた🤔";0;0;0;0;ja;1494567501413621763;1714409104813527279;yk_engling;https://twitter.com/yk_engling/status/1714409878784286908
Tue Oct 17 22:35:41 +0000 2023;1714409875227152615;"@KevinMRutledge @ChatGPT @PulpitAI Yep. I’m usually going into the prompts and starting to eliminate them.";0;0;0;1;en;15280047;1714407871486541854;revchadbrooks;https://twitter.com/revchadbrooks/status/1714409875227152615
Tue Oct 17 22:35:17 +0000 2023;1714409777726717978;"@paulg Why your site is restricted access to ChatGPT?";0;0;0;1;en;88212893;1714355076569964861;apanasenko;https://twitter.com/apanasenko/status/1714409777726717978
Tue Oct 17 22:35:04 +0000 2023;1714409722265092284;"People seeking information online will increasingly go first to TikTok, ChatGPT and other applications powered by generative artificial intelligence, analyst Michael Wolf predicted at #WSJTechLive https://t.co/hPRCDXr6Bp";1;14;11;24;en;3108351;1714409722265092284;WSJ;https://twitter.com/WSJ/status/1714409722265092284
