VADER_Sentiment,tweet_lemmatized,clean_text
Negative,"['generative', 'ai', 'could', 'change', 'business', 'via']",generative ai could change business via
Negative,"['write', 'exploit', 'especially', 'modern', 'exploit', 'require', 'invention', 'use', 'new', 'techniquesthis', 'isnt', 'something', 'ai', 'yet', 'weigh', 'chatgpts', 'potential', 'use', 'ai', 'write', 'malware']",write exploit especially modern exploit require invention use new techniquesthis isnt something ai yet weigh chatgpts potential use ai write malware
Negative,"['could', 'make', 'startup', 'via', 'chatgpt']",could make startup via chatgpt
Negative,"['write', 'code', 'read', 'chatgpt', 'response', 'human', 'speech', 'theyve', 'apparently', 'implement', 'cloudflare', 'rip']",write code read chatgpt response human speech theyve apparently implement cloudflare rip
Negative,"['well', 'make', 'amazon', 'alexa', 'skill', 'use', 'chatgpt', 'echo', 'dot', 'respond', 'answer', 'fail', 'realize', 'response', 'sometimes', 'long', 'aint', 'try', 'hear', 'somethings', 'see', 'supposenchatgpt', 'artificialintelligence', 'echodot', 'aws']",well make amazon alexa skill use chatgpt echo dot respond answer fail realize response sometimes long aint try hear somethings see supposenchatgpt artificialintelligence echodot aws
Negative,"['many', 'worry', 'chatgpt', 'might', 'facilitate', 'cheating', 'student', 'also', 'facilitate', 'cheat', 'instructor', 'write', 'feedback', 'essay', 'lol', 'academictwitter', 'cheating', 'though']",many worry chatgpt might facilitate cheating student also facilitate cheat instructor write feedback essay lol academictwitter cheating though
Negative,"['ask', 'chatgpt', 'start', 'idea', 'tell', 'fix', 'housing', 'make', 'fluid', 'pod', 'housing', 'app']",ask chatgpt start idea tell fix housing make fluid pod housing app
Negative,"['chatgpt', 'teach', 'cod', 'faster', 'anyone', 'beforenthe', 'potential', 'crazy']",chatgpt teach cod faster anyone beforenthe potential crazy
Negative,"['conversation', 'son', 'chatgpt']",conversation son chatgpt
Negative,['chatgpt'],chatgpt
Negative,"['chatgpt', 'politcslly', 'correct', 'ai', 'know', 'danger', 'let', 'loose', 'cant', 'keep', 'ai', 'way', 'forever']",chatgpt politcslly correct ai know danger let loose cant keep ai way forever
Negative,"['adequately', 'respond', 'simple', 'question', 'chatgpt', 'fact', 'require', 'information']",adequately respond simple question chatgpt fact require information
Negative,"['give', 'chatgpt', 'unit', 'test', 'ask', 'generate', 'code', 'thats', 'cover', 'go', 'dramatically', 'change', 'work']",give chatgpt unit test ask generate code thats cover go dramatically change work
Negative,"['one', 'question', 'stump', 'chatgpt']",one question stump chatgpt
Negative,"['chatgpt', 'amp', 'gpt35', 'get', 'lot', 'buzz', 'week', 'dont', 'forget', 'big', 'picture', 'company', 'gpt4', 'rumor', 'mill', 'ai', 'machinelearning']",chatgpt amp gpt35 get lot buzz week dont forget big picture company gpt4 rumor mill ai machinelearning
Negative,"['teach', 'chatgpt', 'watch', 'movie', 'deeplearning', 'learning']",teach chatgpt watch movie deeplearning learning
Negative,"['openai', 'debut', 'chatgpt', 'gpt35', 'series', 'gpt4', 'rumor', 'fly', 'venturebeat']",openai debut chatgpt gpt35 series gpt4 rumor fly venturebeat
Negative,['chatgpt'],chatgpt
Negative,"['tell', 'real', 'tweet', 'one', 'write', 'ai', 'chatbot', 'chatbot', 'via']",tell real tweet one write ai chatbot chatbot via
Negative,"['chatgpt', 'remind', 'many', 'college', 'professorsnnoften', 'wrongnnbut', 'never', 'unsure']",chatgpt remind many college professorsnnoften wrongnnbut never unsure
Negative,"['gpt', 'chatgpt', 'course', 'wirte', 'sql', 'query', 'base', 'table', 'provide']",gpt chatgpt course wirte sql query base table provide
Negative,"['status', 'sad', 'ima', 'acknowledge', 'alln1', 'bad', 'discourse', 'spread', 'everywhere', 'openaichatgpt', 'craze', 'demoralize', 'tripledemicn4', 'war', 'ukraine', 'still', 'go', 'onn5', 'u', 'idaho', 'suspect', 'still', 'largen6', '8', 'bn', 'pplncontd']",status sad ima acknowledge alln1 bad discourse spread everywhere openaichatgpt craze demoralize tripledemicn4 war ukraine still go onn5 u idaho suspect still largen6 8 bn pplncontd
Negative,"['crazy', 'chatgpt']",crazy chatgpt
Negative,"['ai', 'breakthrough', 'chatgpt', 'raise', 'alarm', 'student', 'cheat', 'via', 'rhackernews']",ai breakthrough chatgpt raise alarm student cheat via rhackernews
Negative,"['already', 'bore', 'chatgpt', 'joke']",already bore chatgpt joke
Negative,"['chatgpt', 'highered', 'ftte']",chatgpt highered ftte
Negative,"['learn', 'new', 'thing', 'withnchatgpt']",learn new thing withnchatgpt
Negative,"['try', 'chatgpt']",try chatgpt
Negative,"['chatgpt', 'start', 'ai', 'revolution']",chatgpt start ai revolution
Negative,"['gm', 'lot', 'chatgpt', 'account', 'holder', 'twitter', 'start', 'engineering', 'team']",gm lot chatgpt account holder twitter start engineering team
Negative,"['chatgpt', 'wordle', 'ai']",chatgpt wordle ai
Negative,"['guess', 'chatgpt', 'cant', 'replace', 'yet']",guess chatgpt cant replace yet
Negative,"['ask', 'chatgpt', 'prolife', 'movement']",ask chatgpt prolife movement
Negative,"['dispute', 'park', 'fine', 'chatgpt', 'point', '281', 'comment']",dispute park fine chatgpt point 281 comment
Negative,"['plot', 'twist', 'kamala', 'use', 'chatgpt', 'speech']",plot twist kamala use chatgpt speech
Negative,"['stop', 'chatgpt', 'go', 'rail', 'via']",stop chatgpt go rail via
Negative,"['chatgpt', 'attack', 'sloppy', 'spaghetti', 'code']",chatgpt attack sloppy spaghetti code
Negative,"['chatgpt', 'terrify', 'thing', 'ive', 'ever', 'use', 'write', 'well', 'high', 'bar', 'still']",chatgpt terrify thing ive ever use write well high bar still
Negative,"['chatgpt', 'potential', 'revolutionize', 'way', 'approach', 'productivity', 'large', 'language', 'model', 'train', 'openai', 'assist', 'variety', 'task', 'function', 'include', 'write', 'code', 'automate', 'task', 'function']",chatgpt potential revolutionize way approach productivity large language model train openai assist variety task function include write code automate task function
Negative,"['chaos', 'unleash', 'dreamlike', 'stablediffusion', 'aiart', 'chatgpt']",chaos unleash dreamlike stablediffusion aiart chatgpt
Negative,"['common', 'phrase', 'sherpa', 'aka', 'chatgpt', 'nnyou', 'get', 'cut']",common phrase sherpa aka chatgpt nnyou get cut
Negative,"['apple', 'start', 'use', 'chatgpt', 'help', 'write', 'software', 'base', 'im', 'see', '162', 'sure', 'hell', 'couldnt', 'hurt']",apple start use chatgpt help write software base im see 162 sure hell couldnt hurt
Negative,"['ai', 'go', 'revolutionize', 'mental', 'healthnna', 'thread', 'potential', 'chatgpt']",ai go revolutionize mental healthnna thread potential chatgpt
Negative,"['average', 'rate', 'get', 'correct', 'answer', 'chatgpt', 'lownn', 'grow', 'fuck']",average rate get correct answer chatgpt lownn grow fuck
Negative,"['professor', 'warns', 'chatbot', 'cheat', 'chatbot', 'via']",professor warns chatbot cheat chatbot via
Negative,"['chatgpt', 'flawsas', 'incredible', 'work', 'right']",chatgpt flawsas incredible work right
Negative,"['chatgpt', 'feminist']",chatgpt feminist
Negative,"['dont', 'quit', 'day', 'job']",dont quit day job
Negative,"['cost', '0', 'start', 'businessnnname', 'namelixndesign', 'canvansocial', 'hypefurynemail', 'mailerlitenlinks', 'rebrandlyndeveloper', 'typedreamnpayments', 'gumroadnautomations', 'zapiernscheduling', 'calendlyncopywriting', 'chatgptnproofreading', 'hemingwaynnwelcome', '2023']",cost 0 start businessnnname namelixndesign canvansocial hypefurynemail mailerlitenlinks rebrandlyndeveloper typedreamnpayments gumroadnautomations zapiernscheduling calendlyncopywriting chatgptnproofreading hemingwaynnwelcome 2023
Negative,"['obligatory', 'chatgpt', 'post']",obligatory chatgpt post
Negative,"['1b', 'invested', 'microsoft', 'chatgpt', 'bing', 'could', 'really', 'disrupt', 'google']",1b invested microsoft chatgpt bing could really disrupt google
Negative,"['ask', 'chatgpt', 'build', 'todo', 'app', 'finally', 'meet', 'replacement', 'softwaredevelopment', 'program', 'chatgpt', 'coding', 'ai']",ask chatgpt build todo app finally meet replacement softwaredevelopment program chatgpt coding ai
Negative,"['hey', 'melt', 'chatgpt']",hey melt chatgpt
Negative,"['remember', 'say', 'afraid', 'context', 'openais', 'chatgpt', 'one', 'reason', 'whynnsuffice', 'say', 'chat', 'responsiblynn', 'chatgpt', 'donvy', 'philippine', 'fiction']",remember say afraid context openais chatgpt one reason whynnsuffice say chat responsiblynn chatgpt donvy philippine fiction
Negative,"['ask', 'whether', 'chatgpt', 'would', 'rather', 'trap', 'desert', 'island', 'kiwi', 'aussie', 'response', 'get']",ask whether chatgpt would rather trap desert island kiwi aussie response get
Negative,"['read', 'build', 'virtual', 'machine', 'inside', 'chatgpt']",read build virtual machine inside chatgpt
Negative,"['yaca', 'yet', 'another', 'chatgpt', 'answer', 'nyaap', 'yet', 'another', 'ai', 'productnai', 'chatgpt']",yaca yet another chatgpt answer nyaap yet another ai productnai chatgpt
Positive,"['chatgpt', 'use', 'case', 'break', 'writer', 'creative', 'block', 'nni', 'see', 'useful', 'kick', 'around', 'idea', 'form', 'new', 'think', 'pattern', 'original', 'idea', 'nnso', 'ai', 'augments', 'think', 'process', 'degree', 'replace']",chatgpt use case break writer creative block nni see useful kick around idea form new think pattern original idea nnso ai augments think process degree replace
Positive,"['sod', 'ill', 'put', 'good', 'might', 'make', 'little', 'app', 'public', 'theres', 'interest', 'thank', 'awesome', 'technnopenai', 'chatgpt', 'gpt3chat', 'chatgpt3', 'openaichat', 'openaichatgpt']",sod ill put good might make little app public theres interest thank awesome technnopenai chatgpt gpt3chat chatgpt3 openaichat openaichatgpt
Positive,"['chatgpt', 'capacity', 'right', 'nwrite', 'limerick', 'status', 'chatgptnchatgpt', 'surely', 'bestnbut', 'server', 'put', 'testnwith', 'many', 'user', 'chattingnits', 'wonder', 'theyre', 'laggingnbut', 'theyll', 'fix', 'soon', 'need', 'fretnawestem']",chatgpt capacity right nwrite limerick status chatgptnchatgpt surely bestnbut server put testnwith many user chattingnits wonder theyre laggingnbut theyll fix soon need fretnawestem
Positive,"['chatgpt', 'cook', 'inspiration']",chatgpt cook inspiration
Positive,"['teacher', 'friend', 'want', 'see', 'much', 'chatgpt', 'text', 'present', 'work', 'turn', 'try', 'ai', 'detector', 'like', 'great', 'job', 'well', 'certainly', 'automate', 'tool', 'check', 'copypasta', 'future', 'miched']",teacher friend want see much chatgpt text present work turn try ai detector like great job well certainly automate tool check copypasta future miched
Positive,"['remove', 'last', 'sentence', 'im', 'pretty', 'happy', 'response', 'chatgpt', 'text', 'alt', 'help']",remove last sentence im pretty happy response chatgpt text alt help
Positive,"['really', 'impressed', 'team', 'produce', 'chatgpt', 'truly', 'game', 'changernncheck', 'chatgpt']",really impressed team produce chatgpt truly game changernncheck chatgpt
Positive,"['opinionampanalysis', 'education', 'student', 'opinion', '2023', 'good', '2022', 'editor', 'note', 'future', 'view', 'student', 'discuss', '2022', 'new', 'year', 'next', 'week', 'well', 'ask', 'artificialintelligence', 'chatbot', 'chatgpt', 'surprise', 'user']",opinionampanalysis education student opinion 2023 good 2022 editor note future view student discuss 2022 new year next week well ask artificialintelligence chatbot chatgpt surprise user
Positive,"['fact', 'chatgpt', 'write', 'acceptable', 'prose', 'kind', 'writing', 'say', 'reproducibility', 'kind', 'write', 'sophistication', 'mlnnwhat', 'say', 'education', 'prompt', 'fall', 'category', 'trivially', 'reproduce', 'write']",fact chatgpt write acceptable prose kind writing say reproducibility kind write sophistication mlnnwhat say education prompt fall category trivially reproduce write
Positive,"['simple', 'example', 'still', 'impressive']",simple example still impressive
Positive,"['skip', 'free', 'content', 'heres', 'brand', 'worry', 'chatgpt', 'gtgtgt', 'digitalhealth', 'industry40', 'healthcare', 'mhealth', 'wearable', 'healthtech', 'ai', 'iot']",skip free content heres brand worry chatgpt gtgtgt digitalhealth industry40 healthcare mhealth wearable healthtech ai iot
Positive,"['new', 'post', 'nnwhat', 'advancement', 'ai', 'tool', 'mean', 'ux', 'designersnnthere', 'lot', 'excitement', 'around', 'chatgpt', 'good', 'reason', 'advancement', 'ai', 'like', 'mean', 'work', 'ux', 'designersnn']",new post nnwhat advancement ai tool mean ux designersnnthere lot excitement around chatgpt good reason advancement ai like mean work ux designersnn
Positive,"['ai', 'achieve', 'healthcare', 'nnwhile', 'theres', 'probably', 'many', 'way', 'answer', 'heres', 'one', 'wouldnt', 'expect', 'write', 'lovely', 'poetry', 'here', 'fun', 'openais', 'chatgpt', 'model', 'surprisingly', 'goodnndigitalhealth']",ai achieve healthcare nnwhile theres probably many way answer heres one wouldnt expect write lovely poetry here fun openais chatgpt model surprisingly goodnndigitalhealth
Positive,"['chatgpt', 'create', 'roblox', 'script', 'lmaonrobloxdev', 'roblox', 'chatgpt']",chatgpt create roblox script lmaonrobloxdev roblox chatgpt
Positive,"['dear', 'santa', 'write', 'nursery', 'rhyme', 'portfolio', 'constructionnnoh', 'nnyes', 'ai', 'clever', 'witty', 'creative', 'nnwhat', 'way', 'bring', '2022', 'endnnai', 'portfolioconstruction', 'finance', 'assetmanagement', 'market', 'portfolios', 'chatgpt']",dear santa write nursery rhyme portfolio constructionnnoh nnyes ai clever witty creative nnwhat way bring 2022 endnnai portfolioconstruction finance assetmanagement market portfolios chatgpt
Positive,"['chatgpt', 'mind', 'blow', 'openai', 'wonder', 'whats', 'amazement', 'scariness']",chatgpt mind blow openai wonder whats amazement scariness
Positive,"['chatgpt', 'amaze', 'terrify', 'complete', 'task', 'second', 'without', 'complaint', 'need', 'salary', 'human', 'future', 'ai', 'everything', 'welcome', 'age', 'artificial', 'intelligence', 'ai', 'future']",chatgpt amaze terrify complete task second without complaint need salary human future ai everything welcome age artificial intelligence ai future
Positive,"['welp', 'someone', 'ask', 'meaning', 'term', 'neural', 'correlate', 'functional', 'localization', 'go', 'chatgpt', 'instead', 'come', 'definition', 'nnpretty', 'good', 'neural', 'correlate', 'quite', 'functional', 'localization']",welp someone ask meaning term neural correlate functional localization go chatgpt instead come definition nnpretty good neural correlate quite functional localization
Positive,"['wow', 'chatgpt', 'incredible']",wow chatgpt incredible
Positive,"['chatgpt', 'observationnnthe', 'truth', 'intelligent', 'question', 'ask', 'even', 'smart', 'healthy', 'argument', 'chatgpt', 'knowledge', 'add', 'database', 'usersnnthats', 'call', 'ai', 'nnartificialintelligence', 'ai']",chatgpt observationnnthe truth intelligent question ask even smart healthy argument chatgpt knowledge add database usersnnthats call ai nnartificialintelligence ai
Positive,"['wow', 'chatgpt', 'check', 'fix', 'englishnmaybe', 'use', 'even', 'cost', 'money']",wow chatgpt check fix englishnmaybe use even cost money
Positive,"['try', 'learn', 'everything', 'chatgpt', 'wow']",try learn everything chatgpt wow
Positive,"['people', 'chill', 'coffee', 'shop', 'make', 'chatgpt', 'tell', 'joke', 'live', 'funny', 'city']",people chill coffee shop make chatgpt tell joke live funny city
Positive,"['today', 'interconnect', 'world', 'softskills', 'emotional', 'intelligence', 'adaptability', 'become', 'crucial', 'workplace', 'chatgpt', 'natural', 'language', 'processing', 'tool', 'develop', 'openai', 'perfect', 'example', 'trend']",today interconnect world softskills emotional intelligence adaptability become crucial workplace chatgpt natural language processing tool develop openai perfect example trend
Positive,"['ask', 'chatgpt', 'write', 'code', 'transpiles', 'jscript', 'item', 'syntax', 'j', 'excite', 'learn', 'module', 'exist', 'except', 'doesnt', 'exist', 'ai', 'invent', 'solve', 'problem', 'confidently', 'offer', 'solution', 'lol']",ask chatgpt write code transpiles jscript item syntax j excite learn module exist except doesnt exist ai invent solve problem confidently offer solution lol
Positive,"['seem', 'like', 'mostly', 'programmer', 'programmer', 'use', 'case', 'share', 'widely', 'chatgpt']",seem like mostly programmer programmer use case share widely chatgpt
Positive,"['suuuuper', 'cool', 'newbie', 'experience', 'data', 'journalist', 'want', 'get', 'thing', 'do', 'quickly', 'easily', 'chatgpt']",suuuuper cool newbie experience data journalist want get thing do quickly easily chatgpt
Positive,"['good', 'like', 'good', 'chatgpt']",good like good chatgpt
Positive,"['everyone', 'play', 'artificial', 'intelligence', 'artificialintelligence', 'fintech', 'via']",everyone play artificial intelligence artificialintelligence fintech via
Positive,"['maybe', 'best', 'thing', 'chatgpt', 'large', 'language', 'model', 'conversational', 'interface', 'much', 'enjoyable', 'compare', 'search', 'youre', 'finetuning', 'query', 'againnnrequestreply', 'machine', 'human']",maybe best thing chatgpt large language model conversational interface much enjoyable compare search youre finetuning query againnnrequestreply machine human
Positive,"['best', 'summary', 'chatgpt', 'ive', 'see', 'far']",best summary chatgpt ive see far
Positive,"['artificialintelligence', 'write', 'technology', 'ask', 'chatgpt', '10', 'question', '2030', 'wonderfully', 'exciting', 'response', 'give', 'mind', 'blown', 'chatgpt', 'today', 'chatgpt', 'viral', 'ai', 'tool', 'immensely', 'powerful', 'useful', 'many']",artificialintelligence write technology ask chatgpt 10 question 2030 wonderfully exciting response give mind blown chatgpt today chatgpt viral ai tool immensely powerful useful many
Positive,"['public', 'consultation', 'new', 'law', 'opaque', 'amp', 'offputting', 'especially', 'topic', 'like', 'copyright', 'scare', 'citizens', 'leave', 'suit', 'push', 'interest', 'ai', 'cure', 'might', 'help', 'openai', 'ai', 'policymakingn']",public consultation new law opaque amp offputting especially topic like copyright scare citizens leave suit push interest ai cure might help openai ai policymakingn
Positive,"['ask', 'chatgpt', 'girlfriendnsee', 'responsenhighly', 'focus', 'motivated', 'answer', 'nchatgpt', 'ai', 'ml']",ask chatgpt girlfriendnsee responsenhighly focus motivated answer nchatgpt ai ml
Positive,"['use', 'chatgpt', 'job', 'search', 'test', 'chatgpt', 'see', 'well', 'answer', 'job', 'search', 'question', 'research', 'interview', 'great', 'work']",use chatgpt job search test chatgpt see well answer job search question research interview great work
Positive,"['look', 'impressive', 'chatgpt']",look impressive chatgpt
Positive,"['couple', 'friend', 'ask', 'question', 'chatgpt', 'incredibly', 'helpful', 'since', 'launch', '95', 'question', 'answer', 'really', 'impressive', 'especially', 'topic', 'friend', 'area', 'expertise']",couple friend ask question chatgpt incredibly helpful since launch 95 question answer really impressive especially topic friend area expertise
Positive,"['chatgpt', 'nnonce', 'upon', 'time', 'land', 'twitter', 'group', 'user', 'know', 'dogefam', 'passionate', 'supporter', 'cryptocurrency', 'dogecoin', 'spent', 'day', 'tweet', 'memes', 'many', 'virtue']",chatgpt nnonce upon time land twitter group user know dogefam passionate supporter cryptocurrency dogecoin spent day tweet memes many virtue
Positive,"['apparently', 'chatgpt', 'think', 'british', 'people', 'speak', 'like', 'upper', 'class', 'victorian', 'since', 'anyone', 'ever', 'say', 'bit', 'extra', 'jingle', 'think', 'safe', 'say', 'ai', 'isnt', 'go', 'rule', 'u', 'yet']",apparently chatgpt think british people speak like upper class victorian since anyone ever say bit extra jingle think safe say ai isnt go rule u yet
Positive,"['look', 'ai', 'super', 'scary', 'probably', 'reel', 'chatgpt', 'literally', 'best', 'resource', 'ive', 'c', 'homework', 'go', 'reason', 'pas', 'term']",look ai super scary probably reel chatgpt literally best resource ive c homework go reason pas term
Positive,"['technology', 'keep', 'evolve', 'enter', 'year', 'ai', 'replace', 'many', 'job', 'entirely', 'nnchatgpt', 'kind', 'build', 'openainnif', 'developer', 'start', 'build', 'saas', 'technology', 'use', 'openai', 'available', 'tool', 'google', 'nna', 'thread']",technology keep evolve enter year ai replace many job entirely nnchatgpt kind build openainnif developer start build saas technology use openai available tool google nna thread
Positive,"['sharegpt', 'let', 'easily', 'share', 'chatgpt', 'conversation']",sharegpt let easily share chatgpt conversation
Positive,"['late', 'party', 'chatgpt', 'pretty', 'cool', 'help', 'lot', 'thing', 'use', 'accord', 'need']",late party chatgpt pretty cool help lot thing use accord need
Positive,"['gm', 'nnchatgpt', 'predict', 'france', 'win', 'world', 'cup', 'nnthe', 'prompt', 'fee', 'ai', 'incredibly', 'importantnnyou', 'cannot', 'ask', 'chatgpt', 'specifically', 'predict', 'winner', 'ask', 'essentially', 'run', 'simulation', 'like', 'would', 'fifa']",gm nnchatgpt predict france win world cup nnthe prompt fee ai incredibly importantnnyou cannot ask chatgpt specifically predict winner ask essentially run simulation like would fifa
Positive,"['youre', 'interested', 'chatgpt', 'appreciate', 'mindbending', 'example', 'inception', 'real', 'nngpt3', 'chatgpt', 'ncc', 'nn']",youre interested chatgpt appreciate mindbending example inception real nngpt3 chatgpt ncc nn
Positive,"['chatgpt', 'remarkable', 'foreign', 'language', 'check']",chatgpt remarkable foreign language check
Positive,"['hear', 'lot', 'good', 'hilarious', 'example', 'anyone', 'also', 'play', 'around', 'chatgpt', 'mad', 'stuff']",hear lot good hilarious example anyone also play around chatgpt mad stuff
Positive,"['start', 'play', 'chatgpt', 'clearly', 'game', 'changer', 'ask', 'question', 'provide', 'incorrect', 'answer', 'give', 'small', 'prompt', 'correct', 'answer', 'try', 'quickly', 'learn', 'expand', 'answer', 'beyond', 'wrotennfelt', 'pretty', 'magical']",start play chatgpt clearly game changer ask question provide incorrect answer give small prompt correct answer try quickly learn expand answer beyond wrotennfelt pretty magical
Positive,"['chatgpt', 'ready', 'help', 'swedish', 'government', 'new', 'national', 'campaign']",chatgpt ready help swedish government new national campaign
Positive,"['see', 'people', 'trick', 'chatgpt', 'get', 'around', 'restriction', 'openai', 'place', 'usage', 'like', 'watch', 'asimov', 'novel', 'come', 'life']",see people trick chatgpt get around restriction openai place usage like watch asimov novel come life
Positive,"['5', 'best', 'us', 'far', 'chatgpts', 'ai', 'chatbot', 'roboticsainews', 'ai', 'artificialintelligence', 'aiartificialintelligence', 'gooduse', 'aichatbot', 'chatbot']",5 best us far chatgpts ai chatbot roboticsainews ai artificialintelligence aiartificialintelligence gooduse aichatbot chatbot
Positive,"['chatgpt', 'frequently', 'keen', 'express', 'quality', 'friend', 'poetry', 'write', 'thing', 'conscious', 'emotional', 'neednchatgpt']",chatgpt frequently keen express quality friend poetry write thing conscious emotional neednchatgpt
Positive,"['there', 'open', 'source', 'alternative', 'chatgpt', 'good', 'luck', 'run']",there open source alternative chatgpt good luck run
Positive,"['see', 'people', 'ai', 'art', 'like', 'hear', 'people', 'dream']",see people ai art like hear people dream
Positive,"['way', 'much', 'fun', 'chatgpt']",way much fun chatgpt
Positive,"['long', 'major', 'tech', 'company', 'like', 'google', 'apple', 'create', 'version', 'straight', 'buy', 'chatgpt', 'powerful', 'access', 'research', 'technology', 'tool', 'potential', 'insanely', 'powerful']",long major tech company like google apple create version straight buy chatgpt powerful access research technology tool potential insanely powerful
Positive,"['okay', 'get', 'chatgpt', 'run', 'serversnnthis', 'really', 'usefulnnlofbb']",okay get chatgpt run serversnnthis really usefulnnlofbb
Positive,"['would', 'plato', 'say', 'chatgpt', 'fyi', 'interest', 'another', 'aspect', 'digital', 'literacy']",would plato say chatgpt fyi interest another aspect digital literacy
Positive,"['weekend', 'show', 'grandfather', 'use', 'openai', 'best', 'input', 'explain', 'queen', 'gambit', 'strategy', 'defend', 'blockchain', 'write', 'lope', 'de', 'vega', 'soneto', 'violante', 'chatgpt', 'dali', 'elephant', 'dance', 'moon', 'dalle']",weekend show grandfather use openai best input explain queen gambit strategy defend blockchain write lope de vega soneto violante chatgpt dali elephant dance moon dalle
Positive,"['openai', 'chatgpt', 'one', 'best', 'thing', 'since', 'internetnmindblown']",openai chatgpt one best thing since internetnmindblown
Positive,"['chatgpt', 'go', 'new', 'best', 'friend']",chatgpt go new best friend
Positive,"['chatgpt', 'fantastic', 'tool']",chatgpt fantastic tool
Positive,"['well', 'yknownnchatgpt', 'gt', 'text2speech', 'gt', 'easy', 'short', 'video']",well yknownnchatgpt gt text2speech gt easy short video
Positive,"['gotta', 'love', 'marry', 'irish', 'poetry', 'accounting', 'via', 'ai', 'join', 'discuss', 'megatrends', 'tech', 'chatgpt', 'dcpa22']",gotta love marry irish poetry accounting via ai join discuss megatrends tech chatgpt dcpa22
Positive,"['use', 'chatgpt', 'manage', 'social', 'medium', 'message', 'appsnnpeople', 'keep', 'bothering', 'different', 'chat', 'application', 'would', 'love', 'let', 'chatgpt', 'conversation', 'maintain', 'peace', 'quiet']",use chatgpt manage social medium message appsnnpeople keep bothering different chat application would love let chatgpt conversation maintain peace quiet
Positive,"['finish', 'task', 'would', 'ideally', 'take', '2hr', 'less', '10', 'min', 'help', 'chatgpt', '3', 'hr', 'capitalism', 'build', 'hand', '34', 'hr']",finish task would ideally take 2hr less 10 min help chatgpt 3 hr capitalism build hand 34 hr
Positive,"['great', 'please', 'dont', 'chatgpts', 'data', 'absolutely', 'trustworthy', 'part', 'simply', 'make', 'cant', 'get', 'habit', 'trust', 'data', 'look', 'right', 'isnt', 'happen', 'perception', 'bias']",great please dont chatgpts data absolutely trustworthy part simply make cant get habit trust data look right isnt happen perception bias
Positive,"['three', 'source', 'brief', 'openais', 'recent', 'pitch', 'investor', 'say', 'organization', 'expect', '200', 'million', 'revenue', 'next', 'year', '1', 'billion', '2024nnopenai', 'recently', 'value', '20', 'billion', 'secondary', 'share', 'salenn']",three source brief openais recent pitch investor say organization expect 200 million revenue next year 1 billion 2024nnopenai recently value 20 billion secondary share salenn
Positive,"['first', 'question', 'chatgptnnkeep', 'mind', 'pdf', 'perfect', 'formatnit', 'always', 'good', 'idea', 'consult', 'expertsnn']",first question chatgptnnkeep mind pdf perfect formatnit always good idea consult expertsnn
Positive,"['elon', 'musk', 'history', 'chatgpt', 'maker', 'openai', 'tell', 'chatgpt', 'nchatgpt', 'make', 'wave', 'week', 'follow', 'test', 'release', 'openai', 'company', 'behind', 'artificial', 'intelligence', 'chatbot', 'evoke', 'amaze', 'amused', 'concerned', 'reacti']",elon musk history chatgpt maker openai tell chatgpt nchatgpt make wave week follow test release openai company behind artificial intelligence chatbot evoke amaze amused concerned reacti
Positive,"['try', 'chatgpt', 'pretend', 'one', 'introduction', 'international', 'development', 'student', 'write', 'impressive', 'paper', 'bretton', 'wood', 'institutionsnnthis', 'new', 'era', 'use', 'responsiblynnheres', 'sho']",try chatgpt pretend one introduction international development student write impressive paper bretton wood institutionsnnthis new era use responsiblynnheres sho
Positive,"['talk', 'chatgpt', 'webapp', 'architecture', 'question', 'learn', 'much', 'haha']",talk chatgpt webapp architecture question learn much haha
Positive,"['ai', 'midst', 'paradigm', 'shift', 'stable', 'diffusion', '20', 'gpt35', 'chatgpt', 'release', 'within', 'timespan', 'week', 'nnhold', 'seatbelts', 'world', 'never', 'nnwhat', 'time', 'alive']",ai midst paradigm shift stable diffusion 20 gpt35 chatgpt release within timespan week nnhold seatbelts world never nnwhat time alive
Positive,"['sharegpt', 'let', 'easily', 'share', 'chatgpt', 'conversation', 'techcrunch']",sharegpt let easily share chatgpt conversation techcrunch
Positive,"['creativity', 'chatgpt', 'amaze', 'good', 'fact', 'pretend', 'asked', 'question', 'run', 'ruby', 'code', 'interactive', 'interpreter', 'command', 'line']",creativity chatgpt amaze good fact pretend asked question run ruby code interactive interpreter command line
Positive,"['explosive', 'success', 'ai', 'tool', 'company', 'found', 'elon', 'musknchatgpt', 'openai', 'give', 'surprising', 'answer', 'already', 'surpass', '1', 'million', 'user', 'faster', 'facebook', 'twitter', 'instagram']",explosive success ai tool company found elon musknchatgpt openai give surprising answer already surpass 1 million user faster facebook twitter instagram
Positive,"['daily', 'limit', 'ensure', 'highquality', 'experience', 'chatgpt', 'user', 'experiment', 'daily', 'message', 'cap', 'youre', 'include', 'group', 'youll', 'present', 'option', 'extend', 'access', 'provide', 'feedback', 'chatgpt', 'nn', 'really']",daily limit ensure highquality experience chatgpt user experiment daily message cap youre include group youll present option extend access provide feedback chatgpt nn really
Positive,"['lot', 'discussion', 'around', 'chatgpt', 'late', 'openai', 'chatbot', 'there', 'fascinate', 'use', 'case', 'result', 'far', 'able', 'instance', 'around', 'write', 'work', 'cyber', 'exploit', 'impressive', 'nn']",lot discussion around chatgpt late openai chatbot there fascinate use case result far able instance around write work cyber exploit impressive nn
Positive,"['ok', 'yeah', 'humansnnchatgpt', 'good']",ok yeah humansnnchatgpt good
