Text,Dominant_Topic,Topic_Name,VADER_Polarity,VADER_Sentiment,ROBERTA_Polarity,ROBERTA_Sentiment
believe ai use good bad either constructive destructive every human realm humanity build chatgpt fill knowledge humanity go direct future incredible technology,4,T4 Random Ask and Conversations,-0.6808,Negative,0.417,Positive
thank anna comprehensive guide completely agree finetuning play essential role content creation chatgpt step valuable resource anyone want sharpen skill emerge field,2,T2 Education and Foundations,0.9254,Positive,0.7158,Positive
love blow city sight young woman saw street chatgpt账号 飞机号 推特账号 推特号 shadowrocket 75811,1,T1 Information Technology,0.6369,Positive,0.4676,Positive
paste prompt chatgpt reply let see randomness chatgpt,4,T4 Random Ask and Conversations,0.0,Neutral,-0.0987,Neutral
ask chatgpt hamas gpt consider designated terrorist organization several country could israel beat hamas gpt israel counterterrorism expertise hamas still exist gpt,4,T4 Random Ask and Conversations,-0.6908,Negative,-0.4566,Negative
even chatgpt know well world leader hospital gaza_genocide gazaattack gazacity gazaunderattack gazzeunderattack gazahospital gazahospitals freegaza freepalestine,4,T4 Random Ask and Conversations,0.2732,Positive,-0.6452,Negative
ive never like python chatgpt able debut really get back use,4,T4 Random Ask and Conversations,-0.2755,Negative,-0.6869,Negative
harvard business school work paper impact ai knowledge worker productivity quality chatgpt technology innovation management consulting ai openai generativeai consulting bcg strategy productivityboost,1,T1 Information Technology,0.3818,Positive,0.0559,Neutral
chatgpt ez,1,T1 Information Technology,0.3612,Positive,0.0619,Neutral
translation via chatgpt curious nothing haifa late update ongoing aggression besiege gaza strip 203k 2003 break news israeli warplane target residential tower r160 center gaza city,2,T2 Education and Foundations,0.0258,Neutral,-0.5883,Negative
chatgpt oblique strategy,1,T1 Information Technology,0.0,Neutral,-0.2222,Neutral
trivial point flag look like bought dollar store even propaganda thrown together tacky quick ai generate disinformation bet chatgpt wont even pray 4,3,T3 Experiment AI,-0.1436,Neutral,-0.6821,Negative
chatgpt fad,1,T1 Information Technology,0.2263,Neutral,-0.2599,Negative
ask chatgpt create meme,4,T4 Random Ask and Conversations,0.2732,Positive,-0.043,Neutral
69276 drive resident house chatgpt账号 飞机号 推特账号 discord账号 推特老号,1,T1 Information Technology,0.0,Neutral,-0.006,Neutral
stack overflow questionandanswer forum programmer lay 28 workforce follow chatgpts disruption industry click learn,2,T2 Education and Foundations,-0.3612,Negative,0.008,Neutral
consultant need generative ai strategy cxo consultant let ask chatgpt,4,T4 Random Ask and Conversations,0.0,Neutral,-0.027,Neutral
could write chatgpt fiery african sun dip horizon cast warm golden glow across savannah sarah david find heart untamed wilderness embark extraordinary adventure,2,T2 Education and Foundations,0.2023,Neutral,0.4366,Positive
sound like copypasted chatgpt,4,T4 Random Ask and Conversations,0.3612,Positive,-0.4605,Negative
2n chatgpt yes evidence suggest highefficiency particulate air hepa filtration reduce concentration airborne viral particle room potentially reduce risk transmission respiratory virus like sars_cov_2 cause covid19,2,T2 Education and Foundations,0.4767,Positive,-0.0609,Neutral
chatgpt indicate rocket hamas one capable structural damage thus rocket must come idf,4,T4 Random Ask and Conversations,-0.1531,Neutral,-0.3496,Negative
sometimes wonder chatgpt,1,T1 Information Technology,0.0,Neutral,-0.046,Neutral
get excited chatgpt email late thing call download completely frozescrewedup computer delete,1,T1 Information Technology,0.34,Positive,0.542,Positive
one thing ive notice ai produce content service like even number adjective use normal people dont interject much superfluous wonderfully descriptive language incredibly creative thoughtfully write text,4,T4 Random Ask and Conversations,0.9165,Positive,0.4792,Positive
deep feel terrible folk join favourite ai influencers cohortmasterclass turn top 20 chatgpt prompt xyz usecase session p still figure llamas parameter boolq score noob,2,T2 Education and Foundations,-0.0772,Neutral,-0.7029,Negative
part problem conflict literally impossible get benefit neutrality obvious reason heres fun one someone show yesterday happen ask chatgpt israeli v palestinian deserve justice,4,T4 Random Ask and Conversations,0.6908,Positive,-0.6544,Negative
yes join journey may 23 taste sweet fruit chatgpt face value founder sam hodl wld,2,T2 Education and Foundations,0.8519,Positive,0.6369,Positive
check late article chatgpt prompt day dalle 3 logos designer via,3,T3 Experiment AI,0.0,Neutral,-0.018,Neutral
ai showdown chatgpt v chatsonic v bard v bing ai win,2,T2 Education and Foundations,0.5859,Positive,0.2279,Neutral
glad share paper finetuning chatgpt automatic scoring,4,T4 Random Ask and Conversations,0.6369,Positive,0.644,Positive
tell write chatgpt shame,4,T4 Random Ask and Conversations,-0.4767,Negative,-0.6357,Negative
chatgpt head as,1,T1 Information Technology,0.0,Neutral,-0.1964,Neutral
far average post could write well chatgpt really dont think make everyone happy get close like ben sasse moral clarity inflammatory many wishy washy morally bankrupt,4,T4 Random Ask and Conversations,0.7506,Positive,-0.5915,Negative
literally journalist journalist say anything video,2,T2 Education and Foundations,0.0,Neutral,-0.3636,Negative
yeah let invade nato member start ww3,4,T4 Random Ask and Conversations,0.296,Positive,0.0699,Neutral
trustworthiness capability plus character say digitaltrustworld dublin open session first day kick data protection workshop chatgpt masterclass european strategic advisory council meeting fun welcome reception,4,T4 Random Ask and Conversations,0.8442,Positive,0.4975,Positive
abusive,1,T1 Information Technology,-0.6369,Negative,-0.4723,Negative
chatgpt functionality inside ask rewind toggle chatgpt generic knowledge ask rewind knowledge specific power chatgpts general knowledge inside ask rewind 26,1,T1 Information Technology,0.0,Neutral,0.017,Neutral
late save money streamlines workflow chatgpt functionality inside ask rewind mission control meeting note copy ask rewind answer along citation whats new version 14790 16,1,T1 Information Technology,0.4939,Positive,0.023,Neutral
domain name sale gpt gpt4 gpt4v chatgpt openai ai domains vision domainname domainsforsale domainnameforsale gptvision gptt aiartworks 4v,4,T4 Random Ask and Conversations,0.25,Neutral,0.011,Neutral
hd8ohimo profession hope adviser childhood industry leg sake chatgpt账号 小火箭 推特账号 国际抖音 ins账号 9311,3,T3 Experiment AI,0.4404,Positive,0.0689,Neutral
chatgpt4s answer tell everything gaza hospital palestina,1,T1 Information Technology,0.0,Neutral,-0.035,Neutral
confirm video hamas rocket youre rhetoric dangerous absuive,4,T4 Random Ask and Conversations,-0.4767,Negative,-0.7221,Negative
science cast finetuning chatgpt automatic scoring,1,T1 Information Technology,0.0,Neutral,0.04,Neutral
gonna chatgpt joke anchorman,1,T1 Information Technology,0.296,Positive,-0.019,Neutral
last holiday season wild drop chatgpt wonder go like year around already get multimodal capability excite see innovation around new unlocked feature ton work opportunity everyone,4,T4 Random Ask and Conversations,0.891,Positive,0.7438,Positive
lot lot lot trial effort front best clean return html via code remove stray divs chatgpt love throw etc,1,T1 Information Technology,0.9022,Positive,0.1616,Neutral
well honestly never good experience chatbot youre use old one website gotta switch chatgpt use api,4,T4 Random Ask and Conversations,0.4007,Positive,-0.7306,Negative
could talk chatgpt create private account talk void think nice sometimes get word actually friend listen way dont worry exhaust real people,2,T2 Education and Foundations,0.8858,Positive,0.2876,Positive
chatgpt ai tool could disrupt scientific publishing,4,T4 Random Ask and Conversations,0.0,Neutral,-0.6044,Negative
first time today use chatgpt catch syntax spell error im far distracted concentrate ask restructure sentence youre make think im go call youre talk im new,1,T1 Information Technology,-0.5859,Negative,-0.681,Negative
ask chatgpt make much money possible via,1,T1 Information Technology,0.0,Neutral,0.1723,Neutral
use chatgpt tiktok,1,T1 Information Technology,0.0,Neutral,0.022,Neutral
totally agree chatgpt game changer like personal assistant thats always ready help hey dont forget another great tool thats super helpful,4,T4 Random Ask and Conversations,0.9269,Positive,0.7544,Positive
people really arent take advantage chatgpt show,4,T4 Random Ask and Conversations,-0.2509,Negative,-0.5356,Negative
use chatgpt google anyone else,2,T2 Education and Foundations,0.0,Neutral,-0.005,Neutral
chatgpt v bard large language model llms transform way process produce information consider either one model onestopsolution one must consider key difference,4,T4 Random Ask and Conversations,0.0,Neutral,-0.005,Neutral
legal geek 2023 one withnail genai updated commentsdebate linkedin legalgeek withnailandi genai chatgpt ai llm legaltech lawtech legalit,4,T4 Random Ask and Conversations,-0.0772,Neutral,0.014,Neutral
demonstrates lousy ai please show statement openai say bing doesnt use gpt4 microsofts bing ai chat bot power openais chatgpt,4,T4 Random Ask and Conversations,-0.296,Negative,-0.6573,Negative
tab always open computer gmail canvas pinterest chatgpt reddit amazon x,2,T2 Education and Foundations,0.1779,Neutral,0.206,Neutral
much late life fun ive anything could consider future job life write code mess database new coworker talk write code chatgpt today like,3,T3 Experiment AI,0.5106,Positive,0.5285,Positive
chatgpt indicate idf lie,4,T4 Random Ask and Conversations,0.0,Neutral,-0.3203,Negative
chatgpt gt racing time,2,T2 Education and Foundations,0.2732,Positive,0.029,Neutral
mossad account literally say satirical believe anything,2,T2 Education and Foundations,0.0,Neutral,-0.6375,Negative
ai automation jobmarket survival prepping emergency collapse doomsday thefinalcollapse futureofwork apocalypse crisis chatgpt ai human intelligence compare mean future,4,T4 Random Ask and Conversations,-0.891,Negative,-0.4028,Negative
great brand company startup tech ai chatgpt openai business process management developer tool program apis domain name sale tech domain ai chatgpt openai bpm api programming,1,T1 Information Technology,0.6249,Positive,0.5629,Positive
lol he use chatgpt citation tell write scientific paper lifetime,1,T1 Information Technology,0.4215,Positive,-0.0868,Neutral
chatgpt wild man,1,T1 Information Technology,0.0,Neutral,-0.3662,Negative
thank deborah blake markus ironwood ivo dominguez jr michael hughes michelle belanger speak u story intellectualpropertytheft largelanguagemodels paganauthors pagan witchcraft chatgpt iptheft,1,T1 Information Technology,0.3612,Positive,0.2664,Positive
pagan author impact ai service like chatgpt pagan author impact rise ai generate pagan content twh speak several author whose work use train ai system without knowledge consent pagan witch,3,T3 Experiment AI,-0.1695,Neutral,-0.3505,Negative
hamas,4,T4 Random Ask and Conversations,0.0,Neutral,0.0719,Neutral
chatgpt capable speaking kansai ben,1,T1 Information Technology,0.3818,Positive,0.018,Neutral
china ernie ai good good chatgpt say creator dakukgetty imagestheres new name top spot everchanging ai arm race well least believe creator behind speaking event,2,T2 Education and Foundations,0.8271,Positive,0.6163,Positive
finally give buy subscription chatgpt pro subscription make already 1000x smart free one know prompt shit time feel like get,4,T4 Random Ask and Conversations,0.5994,Positive,0.022,Neutral
thanks head tlm layer2 skl srm chatgpt gmx dydx orai xana shik dxy dola theta mim spy,3,T3 Experiment AI,0.4404,Positive,0.1752,Neutral
check chatgpts work get reply ai email assistant,1,T1 Information Technology,0.0,Neutral,0.01,Neutral
tool clear documentation io apps also lack documentation access website sign live chat support human bot know little wasting time chatgpt least answer question,4,T4 Random Ask and Conversations,0.1513,Neutral,-0.6417,Negative
19 yearold single word com artificial intelligence domain name logo sale ai artificialintelligence machinelearning domainname chatgpt,3,T3 Experiment AI,0.4767,Positive,0.002,Neutral
ais resurgence journalism evident chatgpt generative ai take center stage journalist learn power ai capability skill require use effectively industry ask whats next utsocialjournalism,3,T3 Experiment AI,0.4404,Positive,-0.004,Neutral
try use less less need improve cod skill switch manual research chatgpt good text correction solve small bug,1,T1 Information Technology,0.7234,Positive,-0.1469,Neutral
folk like thing organize comprehensive survey aigenerated content aigc history generative ai gan chatgpt,3,T3 Experiment AI,0.5423,Positive,0.049,Neutral
every time hear vapid slogan npc politician read chatgpt script feel repulse,2,T2 Education and Foundations,-0.5859,Negative,-0.7089,Negative
take valet de chambre googlevoice chatgpt账号 chatgpt账号 飞机号 推特账号 谷歌账号 chatgpt账号 63246,1,T1 Information Technology,0.0,Neutral,0.027,Neutral
chatgpt talk dougs stream,2,T2 Education and Foundations,0.0,Neutral,0.0828,Neutral
lmao rephrase chatgpt add dig biden,1,T1 Information Technology,0.5994,Positive,-0.2757,Negative
chatgpt tell one 100 valid da vinci really invent pizza,4,T4 Random Ask and Conversations,0.0,Neutral,0.1586,Neutral
chatgpt 3d scary video friday 13th,1,T1 Information Technology,-0.4939,Negative,0.007,Neutral
love chatgpt use make sh script use make game next version linux distro,1,T1 Information Technology,0.6369,Positive,0.7163,Positive
6 chatgpt hack make life easy via,1,T1 Information Technology,0.4404,Positive,0.5863,Positive
design face devour backstory airendered portrait watch character come alive use chatgpt extra spark tune charactercreation darkscifi,1,T1 Information Technology,0.5423,Positive,0.0639,Neutral
always always listen 247 digital psychologist chatgpt mentalhealthawareness post daily,2,T2 Education and Foundations,0.0,Neutral,0.3426,Positive
thumbnail chatgpt title,1,T1 Information Technology,0.0,Neutral,-0.001,Neutral
chatgpt important tool release decade allow one instantly sort know understand ignorant wannabe yahoo best give wide berth thing find ai good detect ni intelligence,4,T4 Random Ask and Conversations,0.8957,Positive,0.04,Neutral
hot take college degree might go obsolete due ai education revolution begin even school teach chatgpt student dont get leave behind thought,3,T3 Experiment AI,-0.2621,Negative,-0.4854,Negative
arent immune propaganda thats take chatgpt face value exist glorify token gen machine concept reason investigation simply immune common sense,3,T3 Experiment AI,0.6204,Positive,-0.6285,Negative
chatgpt cheat sheet complete guide 2023 techrepublic tech,3,T3 Experiment AI,-0.4588,Negative,0.0828,Neutral
chatgpt put bullet point sale email great help clean nothing else,1,T1 Information Technology,0.8591,Positive,0.6346,Positive
tried prompt original post chatgpt dalle 3 tip specific gpt follow exact prompt find would alter,2,T2 Education and Foundations,0.3182,Positive,-0.1625,Neutral
chatgpt prompt chatgpt prompt,3,T3 Experiment AI,0.0,Neutral,-0.0559,Neutral
alt text examples use chatgpt seotips seoforbusiness seooptimization alttext alttexthack chatgpt websiteimages seo seoforbeginners,1,T1 Information Technology,0.0,Neutral,0.015,Neutral
10 extension chatgpt tester,1,T1 Information Technology,0.0,Neutral,0.031,Neutral
check fun little web effect bottom new fireproof homepage chatgpt make easy code,3,T3 Experiment AI,0.7351,Positive,0.7009,Positive
chatgpt infer personal detail anonymous text,3,T3 Experiment AI,0.0,Neutral,-0.0599,Neutral
love chatgpt,1,T1 Information Technology,0.6369,Positive,0.6947,Positive
chatgpt pick top 10 scary horror character incline agreeat least top 3 say beth 3 freddy krueger nightmare elm street 2 pennywise 1 michael myers halloween franchise,2,T2 Education and Foundations,-0.6486,Negative,0.1165,Neutral
interest would easy enough implement chatgpt api ive spent time last 2 year learn read transaction metadata would still useful time,1,T1 Information Technology,0.8316,Positive,0.5476,Positive
great threat world chatgpt ai know rise gigo become new truth,1,T1 Information Technology,0.34,Positive,-0.1606,Neutral
chatgpt guy,1,T1 Information Technology,0.0,Neutral,0.015,Neutral
chatgpt lol,1,T1 Information Technology,0.4215,Positive,0.0858,Neutral
modern peruvian cuchimilco sculpture display museum set image 2 𝙁𝙤𝙡𝙡𝙤𝙬 𝙛𝙤𝙧 𝙈𝙤𝙧𝙚 artificialintelligence ai nft nftart machinelearning chatgpt art tech deeplearning technology digitalart,3,T3 Experiment AI,0.0,Neutral,0.0759,Neutral
harvard business school work paper impact ai knowledge worker productivity quality chatgpt ai openai generativeai harvard technology technews business consult bcg aiusecase quality future innovation,1,T1 Information Technology,0.3818,Positive,0.0888,Neutral
everyone want share credit chatgpt actually write article,3,T3 Experiment AI,0.6249,Positive,-0.2175,Neutral
chatgpt ahh reply,1,T1 Information Technology,0.0,Neutral,0.0749,Neutral
roommate lecturer one student literally copy pasted chatgpt without change anything answer start artificial intelligence language model dont personal opinion,4,T4 Random Ask and Conversations,0.4767,Positive,-0.5601,Negative
group project ecology class kid deadass use chatgpt slide actual fuck,1,T1 Information Technology,-0.5423,Negative,-0.7014,Negative
chatgpt 4 get code wrong lot people know go many example theyre accurate person start trend social medium bad move thing clickbait,4,T4 Random Ask and Conversations,-0.765,Negative,-0.6188,Negative
save here compile thread aigenerated summary thread provide 10 chatgpt prompt help make money 2023 first prompt suggest find 3 5 niche low competition high demand create,2,T2 Education and Foundations,0.6597,Positive,0.2922,Positive
cut noise amp become market obvious option niche market research chatgpt handle heavy lift 20 min keep reading coachesagency owner think market research timewasting process,2,T2 Education and Foundations,-0.2732,Negative,0.017,Neutral
chatgpt google never,2,T2 Education and Foundations,0.0,Neutral,-0.1518,Neutral
chatgpt oneliner filter object array j,1,T1 Information Technology,0.0,Neutral,0.001,Neutral
totally use chatgpt help word smith self review recently,1,T1 Information Technology,0.4522,Positive,-0.019,Neutral
world first chatgpt fes,1,T1 Information Technology,0.0,Neutral,0.0719,Neutral
staff work google chatgpt rival bard hear manager need work bard speed know mean move much faster accustomed part company,1,T1 Information Technology,0.0,Neutral,0.1234,Neutral
chatgpt construct michael penix jr tweet white america,1,T1 Information Technology,0.0,Neutral,-0.1056,Neutral
chatgpt would accurate,1,T1 Information Technology,0.0,Neutral,0.0659,Neutral
kamaru usman come drag even insha allah,4,T4 Random Ask and Conversations,-0.2263,Neutral,0.1283,Neutral
maybe feed tea ai banns mentioning chatgpt twice video would actually assist maker user one,4,T4 Random Ask and Conversations,0.0,Neutral,0.1253,Neutral
people actively look ecochamber whine market rig capitalism rig career rig sport rig geopolitics rig chatgpt rig amp succeed n 1 anyone join bonus dd put,2,T2 Education and Foundations,0.5719,Positive,-0.3068,Negative
summary chatgpt bring convenience accessibility efficiency privacy userfriendly interface personalization multifunctionality ai technology table make revolutionary platform personal professional use,1,T1 Information Technology,0.3612,Positive,0.5863,Positive
chatgpts ai technology also learn previous conversation allow personalized experience time,1,T1 Information Technology,0.2263,Neutral,0.144,Neutral
8 ai technology chatgpts ai technology allow deep level interactivity understand natural language provide customize response make conversation engage interactive,1,T1 Information Technology,0.7003,Positive,0.2496,Neutral
world collide visualize delicate balance spiritual essence techdriven future dalle3 aiartcommunity chatgpt,2,T2 Education and Foundations,-0.0258,Neutral,0.1781,Neutral
7 multifunctionality chatgpt platform communication offer various feature like file share group chat collaboration tool make chatgpt ideal platform personal professional use,3,T3 Experiment AI,0.7964,Positive,0.6031,Positive
6 personalization chatgpt provide personalized experience user customizable theme notification privacy setting personalize experience fit preference,4,T4 Random Ask and Conversations,0.3612,Positive,0.1312,Neutral
5 userfriendly interface chatgpt design userfriendly interface make easy anyone navigate platform simple design ensure anyone regardless technical expertise use chatgpt without difficulty,1,T1 Information Technology,0.7605,Positive,0.6595,Positive
4 privacy chatgpt allow communicate people keep privacy intact ability block ignore user feel act appropriately also option remain anonymous engage conversation,2,T2 Education and Foundations,0.25,Neutral,0.035,Neutral
3 efficiency chatgpt provide quick efficient method communication go day wait day email response play phone tag chatgpt instantly connect anyone get message across realtime,2,T2 Education and Foundations,0.7717,Positive,0.5263,Positive
youre 30 year old,4,T4 Random Ask and Conversations,0.0,Neutral,-0.0868,Neutral
ive teaching long enough know high school sophomore sound like mention content completely different even class chatgpt could helpful tool use skill student havent develop skill yet,4,T4 Random Ask and Conversations,0.6486,Positive,-0.1322,Neutral
2 accessibility chatgpt provide accessible platform people disability voice text chat option individual disability comfortably participate conversation without limitation,3,T3 Experiment AI,0.5702,Positive,0.3095,Positive
1 convenience chatgpt allow connect people anywhere world time long need worry schedule conflict geographical distance easily chat anyone time,2,T2 Education and Foundations,-0.2263,Neutral,0.2003,Neutral
people use chatgpt dictionary google looool masiay since uh,1,T1 Information Technology,0.0,Neutral,-0.1096,Neutral
chatgpt next evolution interaction bring table 8 revolutionary benefit chatgpt,1,T1 Information Technology,0.4588,Positive,0.5629,Positive
brain bumble spit baby dictionary barbie closet chatgpt,1,T1 Information Technology,0.0,Neutral,-0.1046,Neutral
recap china baidu say upgraded ai bot rival late chatgpt,3,T3 Experiment AI,0.0,Neutral,-0.1076,Neutral
proofread edit chatgpt ai generate content drive traffic website real human content get idea chatgpt ill edit sound professional human aicontentwriter chatgptblogs chatgpteditor,4,T4 Random Ask and Conversations,-0.4215,Negative,0.0579,Neutral
chatgpt snarky paste error message get cod massive nerve tell error message receive quite clear sorry smooth brain,4,T4 Random Ask and Conversations,-0.4741,Negative,-0.6853,Negative
shes attractive,1,T1 Information Technology,0.4404,Positive,0.5696,Positive
chatgpt pretty good create scifi alien specie suppose,2,T2 Education and Foundations,0.802,Positive,0.6285,Positive
wasnt previously possible llm take hundred hour multiple gpu setup train data even pcs high end gpus like nvidia 4000 series need train equivalent something like chatgpt,3,T3 Experiment AI,0.6124,Positive,-0.1877,Neutral
chatgpt explode global market many company embrace gpt project obtain gamechanging result let explore difference gpt ai chatbot gpt helpful business link comment,4,T4 Random Ask and Conversations,0.6249,Positive,0.7004,Positive
chatgpt like app,4,T4 Random Ask and Conversations,0.3612,Positive,-0.022,Neutral
character circumstance ask chatgpt character ghost come back hell chain like christmas carol make like good thing wonderful thing even hell chain ai bot,4,T4 Random Ask and Conversations,-0.2263,Neutral,0.5511,Positive
make datadriven decision rag azure cognitive search v finetuning machinelearning chatgpt,3,T3 Experiment AI,0.0,Neutral,-0.021,Neutral
who scary horror character time chatgpt come top 10 think number one find today 5pm kkiqs drive 5 mark davis scariesthorrorcharacters halloweenmovies,1,T1 Information Technology,-0.7003,Negative,0.0778,Neutral
thanks detail explanation ont airdrop neo agix xrp okt yfi trka akro himayc chatgpt hook blur akro mir,3,T3 Experiment AI,0.4404,Positive,0.1858,Neutral
tuberank jeet 5 pro chatgpt plus v56 full activate youtube marketing discount 100 infosec bugcrowd bugbountytips bugbountytip cybersecurity 100daysofcode malware codenewbie bughunter javascript via,2,T2 Education and Foundations,0.0,Neutral,0.0828,Neutral
jesus chatgpt quibot make supervisor sha like,1,T1 Information Technology,0.3612,Positive,-0.0619,Neutral
nyt use chatgpt headline,1,T1 Information Technology,0.0,Neutral,-0.3113,Negative
example image generate use adobe firefly image 2 model link aiprm prompt template chatgpt,3,T3 Experiment AI,0.0,Neutral,0.011,Neutral
chatgpt solve,1,T1 Information Technology,0.2023,Neutral,-0.0669,Neutral
chatgpt head,1,T1 Information Technology,0.0,Neutral,-0.1906,Neutral
decide would cause confusion amongst public tech technews ipnews software startup startupunicorn saas saasstartup startuptips chatgpt tech technology law lawyer lawschool newbusiness smallbusinesses brandstrategy brand trademark,3,T3 Experiment AI,-0.296,Negative,-0.2184,Neutral
ask chatgpt,4,T4 Random Ask and Conversations,0.0,Neutral,-0.022,Neutral
positive probably since speak service hundred water4614273 虐待 鄂州一家人 骚妇 酒吧 裸体 夫妻奴 校花 舔穴 嫩模 无套 秘书 树洞 黄色 女神 精测 吐金 chatgpt 处女 女教练 立党,1,T1 Information Technology,0.5574,Positive,0.49,Positive
wow reinforcement learn within chatgpt chatgpt4,2,T2 Education and Foundations,0.5859,Positive,0.6652,Positive
read post someone use chatgpt take picture content refrigerator ask gpt write recipe use ingredient fridge dont remember post would like give credit try today freakin work,1,T1 Information Technology,0.6249,Positive,-0.2041,Neutral
ask chatgpt thought,1,T1 Information Technology,0.0,Neutral,-0.0609,Neutral
ay caramba ask chatgpt explain quip,4,T4 Random Ask and Conversations,0.0,Neutral,-0.047,Neutral
totally agree starfield game changer doubt ive use chatgpt like convo real person imagine could integrate game mind blown right,4,T4 Random Ask and Conversations,0.4201,Positive,0.7187,Positive
kwdezo command jacket doctor add silent vessel chatgpt账号 小火箭 推特账号 google账号 谷歌邮箱 871411,3,T3 Experiment AI,0.0,Neutral,-0.013,Neutral
chatgpt disruption stack overflow lay 28 percent staff via,2,T2 Education and Foundations,-0.3612,Negative,-0.5434,Negative
nice see didnt use chatgpt one,1,T1 Information Technology,0.4215,Positive,0.6181,Positive
go far enough east get west thats chatgpt answer question,2,T2 Education and Foundations,0.0,Neutral,0.021,Neutral
youre actually stupid deserve slapped multiple time olodo oshi,2,T2 Education and Foundations,-0.5267,Negative,-0.7334,Negative
last time ive ask cod advice instead anything helpful people keep tell use chatgpt exactly happen frustrating,1,T1 Information Technology,-0.0258,Neutral,-0.6895,Negative
ai run amok researcher discover chatgpt figure everything simple conversation,1,T1 Information Technology,0.0,Neutral,0.0619,Neutral
repeat aloud chatgpt账号 飞机号 推特账号 推特号 推特权重号 11149,1,T1 Information Technology,0.0,Neutral,0.022,Neutral
feel disconnect creative work use tool like chatgpt remember ais amplify voice utterly irreplaceable let brainstorm buddy ai aid doesnt replace steer ship ai wind,4,T4 Random Ask and Conversations,0.6597,Positive,-0.0659,Neutral
ou chatgpt,1,T1 Information Technology,0.0,Neutral,-0.001,Neutral
yes sir go live twitter automation trigger chatgpt happy demo want connect dm,2,T2 Education and Foundations,0.7717,Positive,0.7074,Positive
god know try best use chatgpt youtube video lots document beg people azure subscription learnt cod language point anything want happen tomorrow let happen officially give,4,T4 Random Ask and Conversations,0.765,Positive,0.3275,Positive
thats result might tough time navigate chatgpt build cargo bike outside food market,2,T2 Education and Foundations,-0.128,Neutral,-0.5013,Negative
know happen andrei talk cppcon explore use chatgpt enhance work reduce opportunity cost take look interest problem recommend,1,T1 Information Technology,0.6808,Positive,0.1761,Neutral
okay long doesnt result implantation chatgpt chip,4,T4 Random Ask and Conversations,0.2263,Neutral,-0.331,Negative
thats depress chatgpt may better doctor evidencebased management cli,2,T2 Education and Foundations,-0.0772,Neutral,-0.6144,Negative
chatgpt 4 dalle 3,3,T3 Experiment AI,0.0,Neutral,0.0589,Neutral
chatgpt tool strategic advantage future work,4,T4 Random Ask and Conversations,0.25,Neutral,0.2298,Neutral
baidu unveil ernie 40 ai system say overall performance par chatgpt,2,T2 Education and Foundations,0.0,Neutral,0.001,Neutral
wow potential chatgpt bing mindboggling power simplify complex task enable lean team venture industry let embrace innovation,4,T4 Random Ask and Conversations,0.8271,Positive,0.7049,Positive
someone ask chatgpt write kipling style harmless middle manager dad really want viking,4,T4 Random Ask and Conversations,0.3804,Positive,-0.008,Neutral
chatgpt suppyiny game niggas best watch ya girl im fina get street,1,T1 Information Technology,0.4215,Positive,-0.1916,Neutral
kmac get boot first place,4,T4 Random Ask and Conversations,0.0,Neutral,0.027,Neutral
people use chatgpt blindly unable explain bos python code cant invert 1m x 1m matrix support kind crap mean job security,1,T1 Information Technology,0.7096,Positive,-0.7192,Negative
say symbolstarved limited number letter latin greek alphabet use math conserve archaic chalk chatgpts output rather equally horrendous though example name var difficulty plus cache invalidation,1,T1 Information Technology,-0.7783,Negative,-0.7168,Negative
use chatgpt refine ideal customer persona type run couple trial rn job concierge service amp identify b2b client pay chatgpt help lot,1,T1 Information Technology,0.6908,Positive,0.2571,Positive
scum,1,T1 Information Technology,0.0,Neutral,-0.6138,Negative
think thats also bc ppl generate title w chatgpt,4,T4 Random Ask and Conversations,0.0,Neutral,-0.052,Neutral
chatgpt input field need get bump web app ipad keyboard avoid obscure text field,4,T4 Random Ask and Conversations,-0.296,Negative,-0.179,Neutral
hey david totally get youre come ai tool like tool use matter ive blast use chatgpt theyve super helpful ai chatgpt technology,1,T1 Information Technology,0.8519,Positive,0.75,Positive
agree although chatgpt trouble number feel like spread false news 17 million billion dont trust verify,4,T4 Random Ask and Conversations,-0.0263,Neutral,-0.6905,Negative
eu chatgpt,1,T1 Information Technology,0.0,Neutral,0.031,Neutral
new chatgpt prompt hit hard,3,T3 Experiment AI,-0.1027,Neutral,-0.3479,Negative
ai manipulate u microsoft ceo give u perspective philosophy openai ai chatgpt technology innovation futureofwork management future businessgrowth,4,T4 Random Ask and Conversations,0.3818,Positive,0.03,Neutral
john grisham threat ai cannot truly appreciate group writer accuse openai unlawfully train chatbot chatgpt work source link,1,T1 Information Technology,-0.8344,Negative,-0.7226,Negative
retrieval augment generation intuitively exhaustively explained member machinelearning chatgpt,3,T3 Experiment AI,-0.1779,Neutral,0.1096,Neutral
word paul seem quite unhappy disappointed sea speak 节点 chatgpt账号 chatgpt账号 飞机号 推特账号 tiktok账号 quantumultx 65359,1,T1 Information Technology,-0.7559,Negative,-0.6701,Negative
want example lesson plan help student differentiate aigenerated humangenerated post insight academic integrity chatgpt youll find resource amp week try highereducation highered ai,2,T2 Education and Foundations,0.6808,Positive,0.1381,Neutral
almost half poll worried ai risk business embrace hesitated adopt ai due potential risk pose business ai chatgpt business technology,1,T1 Information Technology,-0.5325,Negative,-0.5109,Negative
focus chatgpt,1,T1 Information Technology,0.0,Neutral,0.0987,Neutral
found practical use chatgpt domaining summarize udrp decision try domain chatgpt,1,T1 Information Technology,0.0,Neutral,0.3584,Positive
